Episodio,Epoch,Acción,CanastaActual,CanastaObjetivo,RecompensaObtenida,RecompensaAcumulada
8,1,go to Dairy,"['cake', 'bagel', 'bread']","['cheese', 'yogurt']",0,-1
8,1,take cheese,"['cake', 'bagel', 'bread', 'cheese']","['cheese', 'yogurt']",10,9
8,1,take cheese,"['cake', 'bagel', 'bread', 'cheese']","['cheese', 'yogurt']",-1,8
8,1,go to Bakery,"['cake', 'bagel', 'bread', 'cheese']","['cheese', 'yogurt']",0,8
8,1,go to Produce,"['cake', 'bagel', 'bread', 'cheese']","['cheese', 'yogurt']",0,8
8,1,go to Dairy,"['cake', 'bagel', 'bread', 'cheese']","['cheese', 'yogurt']",0,8
9,1,go to Dairy,[],"['carrots', 'milk']",0,0
9,1,go to Dairy,[],"['carrots', 'milk']",0,0
9,1,checkout,[],"['carrots', 'milk']",-10,-10
9,1,checkout,[],"['carrots', 'milk']",-10,-20
9,1,go to Produce,[],"['carrots', 'milk']",0,-20
9,1,take carrots,['carrots'],"['carrots', 'milk']",10,-10
9,1,go to Bakery,['carrots'],"['carrots', 'milk']",0,-10
9,1,go to Produce,['carrots'],"['carrots', 'milk']",0,-10
9,1,take carrots,['carrots'],"['carrots', 'milk']",-1,-11
9,1,checkout,['carrots'],"['carrots', 'milk']",-10,-21
9,1,go to Produce,['carrots'],"['carrots', 'milk']",0,-21
9,1,take lettuce,"['carrots', 'lettuce']","['carrots', 'milk']",10,-11
9,1,take carrots,"['carrots', 'lettuce']","['carrots', 'milk']",-1,-12
9,1,go to Produce,"['carrots', 'lettuce']","['carrots', 'milk']",0,-12
9,1,go to Bakery,"['carrots', 'lettuce']","['carrots', 'milk']",0,-12
10,1,go to Produce,[],"['milk', 'bananas']",0,0
10,1,take bananas,['bananas'],"['milk', 'bananas']",10,10
10,1,go to Produce,['bananas'],"['milk', 'bananas']",0,10
10,1,go to Dairy,['bananas'],"['milk', 'bananas']",0,10
10,1,go to Dairy,['bananas'],"['milk', 'bananas']",0,10
10,1,take butter,"['bananas', 'butter']","['milk', 'bananas']",10,20
10,1,go to Produce,"['bananas', 'butter']","['milk', 'bananas']",0,20
10,1,checkout,"['bananas', 'butter']","['milk', 'bananas']",-10,10
10,1,take lettuce,"['bananas', 'butter', 'lettuce']","['milk', 'bananas']",10,20
10,1,checkout,"['bananas', 'butter', 'lettuce']","['milk', 'bananas']",-10,10
10,1,take carrots,"['bananas', 'butter', 'lettuce', 'carrots']","['milk', 'bananas']",10,20
10,1,take bananas,"['bananas', 'butter', 'lettuce', 'carrots']","['milk', 'bananas']",-1,19
10,1,take bananas,"['bananas', 'butter', 'lettuce', 'carrots']","['milk', 'bananas']",-1,18
10,1,take bananas,"['bananas', 'butter', 'lettuce', 'carrots']","['milk', 'bananas']",-1,17
10,1,take apples,"['bananas', 'butter', 'lettuce', 'carrots', 'apples']","['milk', 'bananas']",10,27
11,2,go to Produce,[],"['bananas', 'milk', 'croissant']",0,0
11,2,go to Dairy,[],"['bananas', 'milk', 'croissant']",0,0
11,2,take cheese,['cheese'],"['bananas', 'milk', 'croissant']",10,10
11,2,checkout,['cheese'],"['bananas', 'milk', 'croissant']",-10,0
11,2,go to Bakery,['cheese'],"['bananas', 'milk', 'croissant']",0,0
11,2,take croissant,"['cheese', 'croissant']","['bananas', 'milk', 'croissant']",10,10
11,2,go to Produce,"['cheese', 'croissant']","['bananas', 'milk', 'croissant']",0,10
11,2,go to Bakery,"['cheese', 'croissant']","['bananas', 'milk', 'croissant']",0,10
11,2,checkout,"['cheese', 'croissant']","['bananas', 'milk', 'croissant']",-10,0
11,2,take bread,"['cheese', 'croissant', 'bread']","['bananas', 'milk', 'croissant']",10,10
11,2,take croissant,"['cheese', 'croissant', 'bread']","['bananas', 'milk', 'croissant']",-1,9
11,2,take bagel,"['cheese', 'croissant', 'bread', 'bagel']","['bananas', 'milk', 'croissant']",10,19
11,2,go to Bakery,"['cheese', 'croissant', 'bread', 'bagel']","['bananas', 'milk', 'croissant']",0,19
11,2,go to Dairy,"['cheese', 'croissant', 'bread', 'bagel']","['bananas', 'milk', 'croissant']",0,19
11,2,go to Bakery,"['cheese', 'croissant', 'bread', 'bagel']","['bananas', 'milk', 'croissant']",0,19
12,2,go to Produce,[],"['yogurt', 'butter', 'lettuce']",0,0
12,2,go to Dairy,[],"['yogurt', 'butter', 'lettuce']",0,0
12,2,checkout,[],"['yogurt', 'butter', 'lettuce']",-10,-10
12,2,go to Produce,[],"['yogurt', 'butter', 'lettuce']",0,-10
12,2,go to Produce,[],"['yogurt', 'butter', 'lettuce']",0,-10
12,2,go to Dairy,[],"['yogurt', 'butter', 'lettuce']",0,-10
12,2,go to Dairy,[],"['yogurt', 'butter', 'lettuce']",0,-10
12,2,go to Dairy,[],"['yogurt', 'butter', 'lettuce']",0,-10
12,2,go to Produce,[],"['yogurt', 'butter', 'lettuce']",0,-10
12,2,take carrots,['carrots'],"['yogurt', 'butter', 'lettuce']",10,0
12,2,go to Dairy,['carrots'],"['yogurt', 'butter', 'lettuce']",0,0
12,2,go to Produce,['carrots'],"['yogurt', 'butter', 'lettuce']",0,0
12,2,go to Produce,['carrots'],"['yogurt', 'butter', 'lettuce']",0,0
12,2,take lettuce,"['carrots', 'lettuce']","['yogurt', 'butter', 'lettuce']",10,10
12,2,take bananas,"['carrots', 'lettuce', 'bananas']","['yogurt', 'butter', 'lettuce']",10,20
13,2,go to Produce,[],"['apples', 'carrots']",0,0
13,2,take apples,['apples'],"['apples', 'carrots']",10,10
13,2,go to Dairy,['apples'],"['apples', 'carrots']",0,10
13,2,take yogurt,"['apples', 'yogurt']","['apples', 'carrots']",10,20
13,2,checkout,"['apples', 'yogurt']","['apples', 'carrots']",-10,10
13,2,go to Bakery,"['apples', 'yogurt']","['apples', 'carrots']",0,10
13,2,checkout,"['apples', 'yogurt']","['apples', 'carrots']",-10,0
13,2,checkout,"['apples', 'yogurt']","['apples', 'carrots']",-10,-10
13,2,take bread,"['apples', 'yogurt', 'bread']","['apples', 'carrots']",10,0
13,2,go to Dairy,"['apples', 'yogurt', 'bread']","['apples', 'carrots']",0,0
13,2,take butter,"['apples', 'yogurt', 'bread', 'butter']","['apples', 'carrots']",10,10
13,2,take cheese,"['apples', 'yogurt', 'bread', 'butter', 'cheese']","['apples', 'carrots']",10,20
13,2,take yogurt,"['apples', 'yogurt', 'bread', 'butter', 'cheese']","['apples', 'carrots']",-1,19
13,2,checkout,"['apples', 'yogurt', 'bread', 'butter', 'cheese']","['apples', 'carrots']",-10,9
13,2,take yogurt,"['apples', 'yogurt', 'bread', 'butter', 'cheese']","['apples', 'carrots']",-1,8
14,2,go to Bakery,[],"['lettuce', 'cake']",0,0
14,2,go to Bakery,[],"['lettuce', 'cake']",0,0
14,2,take bread,['bread'],"['lettuce', 'cake']",10,10
14,2,take bagel,"['bread', 'bagel']","['lettuce', 'cake']",10,20
14,2,checkout,"['bread', 'bagel']","['lettuce', 'cake']",-10,10
14,2,checkout,"['bread', 'bagel']","['lettuce', 'cake']",-10,0
14,2,take bread,"['bread', 'bagel']","['lettuce', 'cake']",-1,-1
14,2,go to Dairy,"['bread', 'bagel']","['lettuce', 'cake']",0,-1
14,2,checkout,"['bread', 'bagel']","['lettuce', 'cake']",-10,-11
14,2,go to Bakery,"['bread', 'bagel']","['lettuce', 'cake']",0,-11
14,2,take croissant,"['bread', 'bagel', 'croissant']","['lettuce', 'cake']",10,-1
14,2,checkout,"['bread', 'bagel', 'croissant']","['lettuce', 'cake']",-10,-11
14,2,take cake,"['bread', 'bagel', 'croissant', 'cake']","['lettuce', 'cake']",10,-1
14,2,go to Dairy,"['bread', 'bagel', 'croissant', 'cake']","['lettuce', 'cake']",0,-1
14,2,take milk,"['bread', 'bagel', 'croissant', 'cake', 'milk']","['lettuce', 'cake']",10,9
15,2,go to Bakery,[],"['croissant', 'carrots', 'butter']",0,0
15,2,take bagel,['bagel'],"['croissant', 'carrots', 'butter']",10,10
15,2,go to Produce,['bagel'],"['croissant', 'carrots', 'butter']",0,10
15,2,take carrots,"['bagel', 'carrots']","['croissant', 'carrots', 'butter']",10,20
15,2,take carrots,"['bagel', 'carrots']","['croissant', 'carrots', 'butter']",-1,19
15,2,go to Produce,"['bagel', 'carrots']","['croissant', 'carrots', 'butter']",0,19
15,2,checkout,"['bagel', 'carrots']","['croissant', 'carrots', 'butter']",-10,9
15,2,take bananas,"['bagel', 'carrots', 'bananas']","['croissant', 'carrots', 'butter']",10,19
15,2,go to Bakery,"['bagel', 'carrots', 'bananas']","['croissant', 'carrots', 'butter']",0,19
15,2,take croissant,"['bagel', 'carrots', 'bananas', 'croissant']","['croissant', 'carrots', 'butter']",10,29
15,2,go to Produce,"['bagel', 'carrots', 'bananas', 'croissant']","['croissant', 'carrots', 'butter']",0,29
15,2,go to Produce,"['bagel', 'carrots', 'bananas', 'croissant']","['croissant', 'carrots', 'butter']",0,29
15,2,take lettuce,"['bagel', 'carrots', 'bananas', 'croissant', 'lettuce']","['croissant', 'carrots', 'butter']",10,39
15,2,go to Produce,"['bagel', 'carrots', 'bananas', 'croissant', 'lettuce']","['croissant', 'carrots', 'butter']",0,39
15,2,go to Produce,"['bagel', 'carrots', 'bananas', 'croissant', 'lettuce']","['croissant', 'carrots', 'butter']",0,39
16,2,go to Produce,[],"['cheese', 'apples']",0,0
16,2,go to Produce,[],"['cheese', 'apples']",0,0
16,2,take apples,['apples'],"['cheese', 'apples']",10,10
16,2,take bananas,"['apples', 'bananas']","['cheese', 'apples']",10,20
16,2,take bananas,"['apples', 'bananas']","['cheese', 'apples']",-1,19
16,2,take bananas,"['apples', 'bananas']","['cheese', 'apples']",-1,18
16,2,go to Bakery,"['apples', 'bananas']","['cheese', 'apples']",0,18
16,2,take bagel,"['apples', 'bananas', 'bagel']","['cheese', 'apples']",10,28
16,2,go to Dairy,"['apples', 'bananas', 'bagel']","['cheese', 'apples']",0,28
16,2,take milk,"['apples', 'bananas', 'bagel', 'milk']","['cheese', 'apples']",10,38
16,2,take milk,"['apples', 'bananas', 'bagel', 'milk']","['cheese', 'apples']",-1,37
16,2,go to Dairy,"['apples', 'bananas', 'bagel', 'milk']","['cheese', 'apples']",0,37
16,2,go to Dairy,"['apples', 'bananas', 'bagel', 'milk']","['cheese', 'apples']",0,37
16,2,take cheese,"['apples', 'bananas', 'bagel', 'milk', 'cheese']","['cheese', 'apples']",10,47
16,2,take milk,"['apples', 'bananas', 'bagel', 'milk', 'cheese']","['cheese', 'apples']",-1,46
17,2,go to Bakery,[],"['croissant', 'milk']",0,0
17,2,take bread,['bread'],"['croissant', 'milk']",10,10
17,2,go to Dairy,['bread'],"['croissant', 'milk']",0,10
17,2,go to Produce,['bread'],"['croissant', 'milk']",0,10
17,2,checkout,['bread'],"['croissant', 'milk']",-10,0
17,2,checkout,['bread'],"['croissant', 'milk']",-10,-10
17,2,take carrots,"['bread', 'carrots']","['croissant', 'milk']",10,0
17,2,take apples,"['bread', 'carrots', 'apples']","['croissant', 'milk']",10,10
17,2,take lettuce,"['bread', 'carrots', 'apples', 'lettuce']","['croissant', 'milk']",10,20
17,2,take lettuce,"['bread', 'carrots', 'apples', 'lettuce']","['croissant', 'milk']",-1,19
17,2,take bananas,"['bread', 'carrots', 'apples', 'lettuce', 'bananas']","['croissant', 'milk']",10,29
17,2,go to Dairy,"['bread', 'carrots', 'apples', 'lettuce', 'bananas']","['croissant', 'milk']",0,29
17,2,take yogurt,"['bread', 'carrots', 'apples', 'lettuce', 'bananas', 'yogurt']","['croissant', 'milk']",10,39
17,2,take butter,"['bread', 'carrots', 'apples', 'lettuce', 'bananas', 'yogurt', 'butter']","['croissant', 'milk']",10,49
17,2,checkout,"['bread', 'carrots', 'apples', 'lettuce', 'bananas', 'yogurt', 'butter']","['croissant', 'milk']",-10,39
18,2,checkout,[],"['yogurt', 'milk']",-10,-10
18,2,checkout,[],"['yogurt', 'milk']",-10,-20
18,2,go to Bakery,[],"['yogurt', 'milk']",0,-20
18,2,take bread,['bread'],"['yogurt', 'milk']",10,-10
18,2,take croissant,"['bread', 'croissant']","['yogurt', 'milk']",10,0
18,2,take bagel,"['bread', 'croissant', 'bagel']","['yogurt', 'milk']",10,10
18,2,take croissant,"['bread', 'croissant', 'bagel']","['yogurt', 'milk']",-1,9
18,2,go to Dairy,"['bread', 'croissant', 'bagel']","['yogurt', 'milk']",0,9
18,2,take cheese,"['bread', 'croissant', 'bagel', 'cheese']","['yogurt', 'milk']",10,19
18,2,go to Produce,"['bread', 'croissant', 'bagel', 'cheese']","['yogurt', 'milk']",0,19
18,2,take carrots,"['bread', 'croissant', 'bagel', 'cheese', 'carrots']","['yogurt', 'milk']",10,29
18,2,go to Bakery,"['bread', 'croissant', 'bagel', 'cheese', 'carrots']","['yogurt', 'milk']",0,29
18,2,checkout,"['bread', 'croissant', 'bagel', 'cheese', 'carrots']","['yogurt', 'milk']",-10,19
18,2,take bread,"['bread', 'croissant', 'bagel', 'cheese', 'carrots']","['yogurt', 'milk']",-1,18
18,2,take croissant,"['bread', 'croissant', 'bagel', 'cheese', 'carrots']","['yogurt', 'milk']",-1,17
19,2,go to Bakery,[],"['croissant', 'bagel']",0,0
19,2,go to Produce,[],"['croissant', 'bagel']",0,0
19,2,take lettuce,['lettuce'],"['croissant', 'bagel']",10,10
19,2,checkout,['lettuce'],"['croissant', 'bagel']",-10,0
19,2,take carrots,"['lettuce', 'carrots']","['croissant', 'bagel']",10,10
19,2,take carrots,"['lettuce', 'carrots']","['croissant', 'bagel']",-1,9
19,2,take bananas,"['lettuce', 'carrots', 'bananas']","['croissant', 'bagel']",10,19
19,2,take apples,"['lettuce', 'carrots', 'bananas', 'apples']","['croissant', 'bagel']",10,29
19,2,take apples,"['lettuce', 'carrots', 'bananas', 'apples']","['croissant', 'bagel']",-1,28
19,2,take carrots,"['lettuce', 'carrots', 'bananas', 'apples']","['croissant', 'bagel']",-1,27
19,2,take bananas,"['lettuce', 'carrots', 'bananas', 'apples']","['croissant', 'bagel']",-1,26
19,2,go to Dairy,"['lettuce', 'carrots', 'bananas', 'apples']","['croissant', 'bagel']",0,26
19,2,take milk,"['lettuce', 'carrots', 'bananas', 'apples', 'milk']","['croissant', 'bagel']",10,36
19,2,take milk,"['lettuce', 'carrots', 'bananas', 'apples', 'milk']","['croissant', 'bagel']",-1,35
19,2,take milk,"['lettuce', 'carrots', 'bananas', 'apples', 'milk']","['croissant', 'bagel']",-1,34
20,2,go to Produce,[],"['butter', 'milk', 'bread']",0,0
20,2,take apples,['apples'],"['butter', 'milk', 'bread']",10,10
20,2,take apples,['apples'],"['butter', 'milk', 'bread']",-1,9
20,2,take apples,['apples'],"['butter', 'milk', 'bread']",-1,8
20,2,checkout,['apples'],"['butter', 'milk', 'bread']",-10,-2
20,2,go to Dairy,['apples'],"['butter', 'milk', 'bread']",0,-2
20,2,checkout,['apples'],"['butter', 'milk', 'bread']",-10,-12
20,2,go to Dairy,['apples'],"['butter', 'milk', 'bread']",0,-12
20,2,go to Bakery,['apples'],"['butter', 'milk', 'bread']",0,-12
20,2,checkout,['apples'],"['butter', 'milk', 'bread']",-10,-22
20,2,take bread,"['apples', 'bread']","['butter', 'milk', 'bread']",10,-12
20,2,go to Produce,"['apples', 'bread']","['butter', 'milk', 'bread']",0,-12
20,2,go to Bakery,"['apples', 'bread']","['butter', 'milk', 'bread']",0,-12
20,2,take bagel,"['apples', 'bread', 'bagel']","['butter', 'milk', 'bread']",10,-2
20,2,checkout,"['apples', 'bread', 'bagel']","['butter', 'milk', 'bread']",-10,-12
21,3,go to Bakery,[],"['apples', 'carrots']",0,0
21,3,go to Dairy,[],"['apples', 'carrots']",0,0
21,3,go to Bakery,[],"['apples', 'carrots']",0,0
21,3,go to Dairy,[],"['apples', 'carrots']",0,0
21,3,go to Dairy,[],"['apples', 'carrots']",0,0
21,3,go to Produce,[],"['apples', 'carrots']",0,0
21,3,go to Produce,[],"['apples', 'carrots']",0,0
21,3,go to Dairy,[],"['apples', 'carrots']",0,0
21,3,take cheese,['cheese'],"['apples', 'carrots']",10,10
21,3,go to Dairy,['cheese'],"['apples', 'carrots']",0,10
21,3,go to Bakery,['cheese'],"['apples', 'carrots']",0,10
21,3,go to Produce,['cheese'],"['apples', 'carrots']",0,10
21,3,take lettuce,"['cheese', 'lettuce']","['apples', 'carrots']",10,20
21,3,take carrots,"['cheese', 'lettuce', 'carrots']","['apples', 'carrots']",10,30
21,3,go to Dairy,"['cheese', 'lettuce', 'carrots']","['apples', 'carrots']",0,30
22,3,go to Dairy,[],"['bagel', 'milk', 'carrots']",0,0
22,3,checkout,[],"['bagel', 'milk', 'carrots']",-10,-10
22,3,take butter,['butter'],"['bagel', 'milk', 'carrots']",10,0
22,3,go to Bakery,['butter'],"['bagel', 'milk', 'carrots']",0,0
22,3,take bagel,"['butter', 'bagel']","['bagel', 'milk', 'carrots']",10,10
22,3,go to Bakery,"['butter', 'bagel']","['bagel', 'milk', 'carrots']",0,10
22,3,take cake,"['butter', 'bagel', 'cake']","['bagel', 'milk', 'carrots']",10,20
22,3,take bagel,"['butter', 'bagel', 'cake']","['bagel', 'milk', 'carrots']",-1,19
22,3,take bagel,"['butter', 'bagel', 'cake']","['bagel', 'milk', 'carrots']",-1,18
22,3,go to Dairy,"['butter', 'bagel', 'cake']","['bagel', 'milk', 'carrots']",0,18
22,3,take butter,"['butter', 'bagel', 'cake']","['bagel', 'milk', 'carrots']",-1,17
22,3,checkout,"['butter', 'bagel', 'cake']","['bagel', 'milk', 'carrots']",-10,7
22,3,take cheese,"['butter', 'bagel', 'cake', 'cheese']","['bagel', 'milk', 'carrots']",10,17
22,3,checkout,"['butter', 'bagel', 'cake', 'cheese']","['bagel', 'milk', 'carrots']",-10,7
22,3,take butter,"['butter', 'bagel', 'cake', 'cheese']","['bagel', 'milk', 'carrots']",-1,6
23,3,go to Produce,[],"['carrots', 'bread', 'bagel']",0,0
23,3,take apples,['apples'],"['carrots', 'bread', 'bagel']",10,10
