Episodio,Epoch,Acción,CanastaActual,CanastaObjetivo,RecompensaObtenida,RecompensaAcumulada
3,1,take cake,"['bread', 'cake']","['cheese', 'butter']",-2,-6
3,1,go to Bakery,"['bread', 'cake']","['cheese', 'butter']",-2,-8
3,1,take croissant,"['bread', 'cake', 'croissant']","['cheese', 'butter']",-2,-10
3,1,go to Dairy,"['bread', 'cake', 'croissant']","['cheese', 'butter']",0,-10
3,1,go to Bakery,"['bread', 'cake', 'croissant']","['cheese', 'butter']",0,-10
3,1,go to Dairy,"['bread', 'cake', 'croissant']","['cheese', 'butter']",0,-10
3,1,go to Bakery,"['bread', 'cake', 'croissant']","['cheese', 'butter']",0,-10
3,1,checkout,"['bread', 'cake', 'croissant']","['cheese', 'butter']",-2,-12
3,1,go to Produce,"['bread', 'cake', 'croissant']","['cheese', 'butter']",0,-12
3,1,checkout,"['bread', 'cake', 'croissant']","['cheese', 'butter']",-2,-14
3,1,take lettuce,"['bread', 'cake', 'croissant', 'lettuce']","['cheese', 'butter']",0,-14
3,1,take bananas,"['bread', 'cake', 'croissant', 'lettuce', 'bananas']","['cheese', 'butter']",-2,-16
4,1,checkout,[],"['lettuce', 'milk']",-2,-2
4,1,checkout,[],"['lettuce', 'milk']",-2,-4
4,1,go to Bakery,[],"['lettuce', 'milk']",0,-4
4,1,take croissant,['croissant'],"['lettuce', 'milk']",-2,-6
4,1,take bagel,"['croissant', 'bagel']","['lettuce', 'milk']",-2,-8
4,1,take cake,"['croissant', 'bagel', 'cake']","['lettuce', 'milk']",-2,-10
4,1,take cake,"['croissant', 'bagel', 'cake']","['lettuce', 'milk']",-2,-12
4,1,take bread,"['croissant', 'bagel', 'cake', 'bread']","['lettuce', 'milk']",0,-12
4,1,take bagel,"['croissant', 'bagel', 'cake', 'bread']","['lettuce', 'milk']",-2,-14
4,1,take bagel,"['croissant', 'bagel', 'cake', 'bread']","['lettuce', 'milk']",-2,-16
4,1,take bread,"['croissant', 'bagel', 'cake', 'bread']","['lettuce', 'milk']",-2,-18
4,1,go to Dairy,"['croissant', 'bagel', 'cake', 'bread']","['lettuce', 'milk']",0,-18
4,1,go to Dairy,"['croissant', 'bagel', 'cake', 'bread']","['lettuce', 'milk']",0,-18
4,1,take milk,"['croissant', 'bagel', 'cake', 'bread', 'milk']","['lettuce', 'milk']",-2,-20
4,1,take butter,"['croissant', 'bagel', 'cake', 'bread', 'milk', 'butter']","['lettuce', 'milk']",-2,-22
5,1,go to Bakery,[],"['carrots', 'cake', 'lettuce']",0,0
5,1,go to Produce,[],"['carrots', 'cake', 'lettuce']",0,0
5,1,checkout,[],"['carrots', 'cake', 'lettuce']",-2,-2
5,1,take lettuce,['lettuce'],"['carrots', 'cake', 'lettuce']",-2,-4
5,1,take bananas,"['lettuce', 'bananas']","['carrots', 'cake', 'lettuce']",-2,-6
5,1,take lettuce,"['lettuce', 'bananas']","['carrots', 'cake', 'lettuce']",-2,-8
5,1,take apples,"['lettuce', 'bananas', 'apples']","['carrots', 'cake', 'lettuce']",-2,-10
5,1,take bananas,"['lettuce', 'bananas', 'apples']","['carrots', 'cake', 'lettuce']",-2,-12
5,1,take apples,"['lettuce', 'bananas', 'apples']","['carrots', 'cake', 'lettuce']",-2,-14
5,1,take carrots,"['lettuce', 'bananas', 'apples', 'carrots']","['carrots', 'cake', 'lettuce']",-2,-16
5,1,take lettuce,"['lettuce', 'bananas', 'apples', 'carrots']","['carrots', 'cake', 'lettuce']",-2,-18
5,1,go to Bakery,"['lettuce', 'bananas', 'apples', 'carrots']","['carrots', 'cake', 'lettuce']",0,-18
5,1,go to Produce,"['lettuce', 'bananas', 'apples', 'carrots']","['carrots', 'cake', 'lettuce']",-2,-20
5,1,take lettuce,"['lettuce', 'bananas', 'apples', 'carrots']","['carrots', 'cake', 'lettuce']",-2,-22
5,1,take carrots,"['lettuce', 'bananas', 'apples', 'carrots']","['carrots', 'cake', 'lettuce']",-2,-24
6,1,go to Dairy,[],"['milk', 'croissant']",0,0
6,1,take cheese,['cheese'],"['milk', 'croissant']",-2,-2
6,1,go to Bakery,['cheese'],"['milk', 'croissant']",0,-2
6,1,take cake,"['cheese', 'cake']","['milk', 'croissant']",-2,-4
6,1,go to Dairy,"['cheese', 'cake']","['milk', 'croissant']",-2,-6
6,1,go to Dairy,"['cheese', 'cake']","['milk', 'croissant']",-2,-8
6,1,take cheese,"['cheese', 'cake']","['milk', 'croissant']",-2,-10
6,1,checkout,"['cheese', 'cake']","['milk', 'croissant']",-2,-12
6,1,go to Bakery,"['cheese', 'cake']","['milk', 'croissant']",0,-12
6,1,go to Bakery,"['cheese', 'cake']","['milk', 'croissant']",0,-12
6,1,take cake,"['cheese', 'cake']","['milk', 'croissant']",-2,-14
6,1,take croissant,"['cheese', 'cake', 'croissant']","['milk', 'croissant']",-2,-16
6,1,checkout,"['cheese', 'cake', 'croissant']","['milk', 'croissant']",-2,-18
6,1,checkout,"['cheese', 'cake', 'croissant']","['milk', 'croissant']",-2,-20
6,1,go to Dairy,"['cheese', 'cake', 'croissant']","['milk', 'croissant']",0,-20
7,1,go to Produce,[],"['croissant', 'cake']",0,0
7,1,take carrots,['carrots'],"['croissant', 'cake']",-2,-2
7,1,take carrots,['carrots'],"['croissant', 'cake']",-2,-4
7,1,go to Dairy,['carrots'],"['croissant', 'cake']",0,-4
7,1,go to Bakery,['carrots'],"['croissant', 'cake']",0,-4
7,1,take croissant,"['carrots', 'croissant']","['croissant', 'cake']",-2,-6
7,1,take cake,"['carrots', 'croissant', 'cake']","['croissant', 'cake']",-2,-8
7,1,go to Produce,"['carrots', 'croissant', 'cake']","['croissant', 'cake']",0,-8
7,1,take carrots,"['carrots', 'croissant', 'cake']","['croissant', 'cake']",-2,-10
7,1,go to Bakery,"['carrots', 'croissant', 'cake']","['croissant', 'cake']",0,-10
7,1,go to Dairy,"['carrots', 'croissant', 'cake']","['croissant', 'cake']",0,-10
7,1,go to Bakery,"['carrots', 'croissant', 'cake']","['croissant', 'cake']",0,-10
7,1,go to Dairy,"['carrots', 'croissant', 'cake']","['croissant', 'cake']",0,-10
7,1,go to Bakery,"['carrots', 'croissant', 'cake']","['croissant', 'cake']",0,-10
7,1,checkout,"['carrots', 'croissant', 'cake']","['croissant', 'cake']",2,-8
8,1,go to Dairy,[],"['carrots', 'lettuce', 'butter']",0,0
8,1,take milk,['milk'],"['carrots', 'lettuce', 'butter']",-2,-2
8,1,go to Produce,['milk'],"['carrots', 'lettuce', 'butter']",0,-2
8,1,take carrots,"['milk', 'carrots']","['carrots', 'lettuce', 'butter']",-2,-4
8,1,take apples,"['milk', 'carrots', 'apples']","['carrots', 'lettuce', 'butter']",-2,-6
8,1,take lettuce,"['milk', 'carrots', 'apples', 'lettuce']","['carrots', 'lettuce', 'butter']",0,-6
8,1,go to Dairy,"['milk', 'carrots', 'apples', 'lettuce']","['carrots', 'lettuce', 'butter']",0,-6
8,1,go to Produce,"['milk', 'carrots', 'apples', 'lettuce']","['carrots', 'lettuce', 'butter']",0,-6
8,1,checkout,"['milk', 'carrots', 'apples', 'lettuce']","['carrots', 'lettuce', 'butter']",-2,-8
8,1,take apples,"['milk', 'carrots', 'apples', 'lettuce']","['carrots', 'lettuce', 'butter']",-2,-10
8,1,take bananas,"['milk', 'carrots', 'apples', 'lettuce', 'bananas']","['carrots', 'lettuce', 'butter']",-2,-12
8,1,checkout,"['milk', 'carrots', 'apples', 'lettuce', 'bananas']","['carrots', 'lettuce', 'butter']",-2,-14
8,1,take carrots,"['milk', 'carrots', 'apples', 'lettuce', 'bananas']","['carrots', 'lettuce', 'butter']",-2,-16
8,1,take lettuce,"['milk', 'carrots', 'apples', 'lettuce', 'bananas']","['carrots', 'lettuce', 'butter']",-2,-18
8,1,take apples,"['milk', 'carrots', 'apples', 'lettuce', 'bananas']","['carrots', 'lettuce', 'butter']",-2,-20
9,1,go to Bakery,[],"['butter', 'yogurt']",0,0
9,1,take bagel,['bagel'],"['butter', 'yogurt']",-2,-2
9,1,take bread,"['bagel', 'bread']","['butter', 'yogurt']",-2,-4
9,1,take bread,"['bagel', 'bread']","['butter', 'yogurt']",-2,-6
9,1,take croissant,"['bagel', 'bread', 'croissant']","['butter', 'yogurt']",-2,-8
9,1,take bagel,"['bagel', 'bread', 'croissant']","['butter', 'yogurt']",-2,-10
9,1,take bagel,"['bagel', 'bread', 'croissant']","['butter', 'yogurt']",-2,-12
9,1,checkout,"['bagel', 'bread', 'croissant']","['butter', 'yogurt']",-2,-14
9,1,take cake,"['bagel', 'bread', 'croissant', 'cake']","['butter', 'yogurt']",-2,-16
9,1,go to Bakery,"['bagel', 'bread', 'croissant', 'cake']","['butter', 'yogurt']",0,-16
9,1,take bagel,"['bagel', 'bread', 'croissant', 'cake']","['butter', 'yogurt']",-2,-18
9,1,go to Produce,"['bagel', 'bread', 'croissant', 'cake']","['butter', 'yogurt']",0,-18
9,1,go to Produce,"['bagel', 'bread', 'croissant', 'cake']","['butter', 'yogurt']",0,-18
9,1,go to Produce,"['bagel', 'bread', 'croissant', 'cake']","['butter', 'yogurt']",0,-18
9,1,take bananas,"['bagel', 'bread', 'croissant', 'cake', 'bananas']","['butter', 'yogurt']",0,-18
10,1,go to Bakery,[],"['bagel', 'yogurt', 'bread']",0,0
10,1,take cake,['cake'],"['bagel', 'yogurt', 'bread']",-2,-2
10,1,go to Dairy,['cake'],"['bagel', 'yogurt', 'bread']",0,-2
10,1,take cheese,"['cake', 'cheese']","['bagel', 'yogurt', 'bread']",-2,-4
10,1,go to Dairy,"['cake', 'cheese']","['bagel', 'yogurt', 'bread']",0,-4
10,1,take butter,"['cake', 'cheese', 'butter']","['bagel', 'yogurt', 'bread']",-2,-6
10,1,take milk,"['cake', 'cheese', 'butter', 'milk']","['bagel', 'yogurt', 'bread']",-2,-8
10,1,take milk,"['cake', 'cheese', 'butter', 'milk']","['bagel', 'yogurt', 'bread']",-2,-10
10,1,take cheese,"['cake', 'cheese', 'butter', 'milk']","['bagel', 'yogurt', 'bread']",-2,-12
10,1,go to Bakery,"['cake', 'cheese', 'butter', 'milk']","['bagel', 'yogurt', 'bread']",0,-12
10,1,take cake,"['cake', 'cheese', 'butter', 'milk']","['bagel', 'yogurt', 'bread']",-2,-14
10,1,go to Bakery,"['cake', 'cheese', 'butter', 'milk']","['bagel', 'yogurt', 'bread']",0,-14
10,1,checkout,"['cake', 'cheese', 'butter', 'milk']","['bagel', 'yogurt', 'bread']",-2,-16
10,1,checkout,"['cake', 'cheese', 'butter', 'milk']","['bagel', 'yogurt', 'bread']",-2,-18
10,1,go to Dairy,"['cake', 'cheese', 'butter', 'milk']","['bagel', 'yogurt', 'bread']",0,-18
11,2,go to Produce,[],"['milk', 'lettuce']",0,0
11,2,go to Dairy,[],"['milk', 'lettuce']",0,0
11,2,take butter,['butter'],"['milk', 'lettuce']",-2,-2
11,2,take yogurt,"['butter', 'yogurt']","['milk', 'lettuce']",-2,-4
11,2,go to Produce,"['butter', 'yogurt']","['milk', 'lettuce']",0,-4
11,2,go to Bakery,"['butter', 'yogurt']","['milk', 'lettuce']",0,-4
11,2,take croissant,"['butter', 'yogurt', 'croissant']","['milk', 'lettuce']",-2,-6
11,2,go to Bakery,"['butter', 'yogurt', 'croissant']","['milk', 'lettuce']",0,-6
11,2,take bread,"['butter', 'yogurt', 'croissant', 'bread']","['milk', 'lettuce']",0,-6
11,2,take bread,"['butter', 'yogurt', 'croissant', 'bread']","['milk', 'lettuce']",0,-6
11,2,take croissant,"['butter', 'yogurt', 'croissant', 'bread']","['milk', 'lettuce']",-2,-8
11,2,checkout,"['butter', 'yogurt', 'croissant', 'bread']","['milk', 'lettuce']",-2,-10
11,2,take cake,"['butter', 'yogurt', 'croissant', 'bread', 'cake']","['milk', 'lettuce']",-2,-12
11,2,take bread,"['butter', 'yogurt', 'croissant', 'bread', 'cake']","['milk', 'lettuce']",0,-12
11,2,take bread,"['butter', 'yogurt', 'croissant', 'bread', 'cake']","['milk', 'lettuce']",0,-12
12,2,go to Dairy,[],"['croissant', 'bread', 'butter']",0,0
12,2,go to Dairy,[],"['croissant', 'bread', 'butter']",0,0
12,2,go to Bakery,[],"['croissant', 'bread', 'butter']",0,0
12,2,take bread,['bread'],"['croissant', 'bread', 'butter']",-2,-2
12,2,take cake,"['bread', 'cake']","['croissant', 'bread', 'butter']",-2,-4
12,2,checkout,"['bread', 'cake']","['croissant', 'bread', 'butter']",-2,-6
12,2,take bread,"['bread', 'cake']","['croissant', 'bread', 'butter']",-2,-8
12,2,checkout,"['bread', 'cake']","['croissant', 'bread', 'butter']",-2,-10
12,2,take bread,"['bread', 'cake']","['croissant', 'bread', 'butter']",-2,-12
12,2,take bagel,"['bread', 'cake', 'bagel']","['croissant', 'bread', 'butter']",-2,-14
12,2,take bread,"['bread', 'cake', 'bagel']","['croissant', 'bread', 'butter']",-2,-16
12,2,go to Produce,"['bread', 'cake', 'bagel']","['croissant', 'bread', 'butter']",0,-16
12,2,take lettuce,"['bread', 'cake', 'bagel', 'lettuce']","['croissant', 'bread', 'butter']",0,-16
12,2,go to Produce,"['bread', 'cake', 'bagel', 'lettuce']","['croissant', 'bread', 'butter']",0,-16
12,2,take bananas,"['bread', 'cake', 'bagel', 'lettuce', 'bananas']","['croissant', 'bread', 'butter']",-2,-18
13,2,go to Bakery,[],"['milk', 'butter']",0,0
13,2,go to Produce,[],"['milk', 'butter']",0,0
13,2,take bananas,['bananas'],"['milk', 'butter']",-2,-2
13,2,go to Bakery,['bananas'],"['milk', 'butter']",0,-2
13,2,go to Produce,['bananas'],"['milk', 'butter']",-2,-4
13,2,take bananas,['bananas'],"['milk', 'butter']",-2,-6
13,2,take carrots,"['bananas', 'carrots']","['milk', 'butter']",-2,-8
13,2,go to Dairy,"['bananas', 'carrots']","['milk', 'butter']",0,-8
13,2,take milk,"['bananas', 'carrots', 'milk']","['milk', 'butter']",-2,-10
13,2,checkout,"['bananas', 'carrots', 'milk']","['milk', 'butter']",-2,-12
13,2,go to Bakery,"['bananas', 'carrots', 'milk']","['milk', 'butter']",0,-12
13,2,go to Dairy,"['bananas', 'carrots', 'milk']","['milk', 'butter']",0,-12
13,2,take cheese,"['bananas', 'carrots', 'milk', 'cheese']","['milk', 'butter']",-2,-14
13,2,checkout,"['bananas', 'carrots', 'milk', 'cheese']","['milk', 'butter']",-2,-16
13,2,go to Bakery,"['bananas', 'carrots', 'milk', 'cheese']","['milk', 'butter']",0,-16
14,2,go to Dairy,[],"['apples', 'bagel', 'cake']",0,0
14,2,go to Dairy,[],"['apples', 'bagel', 'cake']",0,0
14,2,go to Bakery,[],"['apples', 'bagel', 'cake']",0,0
14,2,go to Produce,[],"['apples', 'bagel', 'cake']",0,0
14,2,go to Bakery,[],"['apples', 'bagel', 'cake']",0,0
14,2,go to Bakery,[],"['apples', 'bagel', 'cake']",0,0
14,2,go to Produce,[],"['apples', 'bagel', 'cake']",0,0
14,2,go to Produce,[],"['apples', 'bagel', 'cake']",0,0
14,2,take carrots,['carrots'],"['apples', 'bagel', 'cake']",-2,-2
14,2,take lettuce,"['carrots', 'lettuce']","['apples', 'bagel', 'cake']",-2,-4
14,2,take carrots,"['carrots', 'lettuce']","['apples', 'bagel', 'cake']",-2,-6
14,2,go to Bakery,"['carrots', 'lettuce']","['apples', 'bagel', 'cake']",0,-6
14,2,take croissant,"['carrots', 'lettuce', 'croissant']","['apples', 'bagel', 'cake']",-2,-8
14,2,go to Produce,"['carrots', 'lettuce', 'croissant']","['apples', 'bagel', 'cake']",0,-8
14,2,go to Dairy,"['carrots', 'lettuce', 'croissant']","['apples', 'bagel', 'cake']",0,-8
15,2,go to Dairy,[],"['croissant', 'bagel', 'yogurt']",0,0
15,2,take cheese,['cheese'],"['croissant', 'bagel', 'yogurt']",-2,-2
15,2,checkout,['cheese'],"['croissant', 'bagel', 'yogurt']",-2,-4
15,2,take butter,"['cheese', 'butter']","['croissant', 'bagel', 'yogurt']",-2,-6
15,2,take yogurt,"['cheese', 'butter', 'yogurt']","['croissant', 'bagel', 'yogurt']",-2,-8
15,2,go to Bakery,"['cheese', 'butter', 'yogurt']","['croissant', 'bagel', 'yogurt']",0,-8
15,2,checkout,"['cheese', 'butter', 'yogurt']","['croissant', 'bagel', 'yogurt']",-2,-10
15,2,take cake,"['cheese', 'butter', 'yogurt', 'cake']","['croissant', 'bagel', 'yogurt']",-2,-12
15,2,checkout,"['cheese', 'butter', 'yogurt', 'cake']","['croissant', 'bagel', 'yogurt']",-2,-14
15,2,take croissant,"['cheese', 'butter', 'yogurt', 'cake', 'croissant']","['croissant', 'bagel', 'yogurt']",0,-14
15,2,take cake,"['cheese', 'butter', 'yogurt', 'cake', 'croissant']","['croissant', 'bagel', 'yogurt']",-2,-16
15,2,checkout,"['cheese', 'butter', 'yogurt', 'cake', 'croissant']","['croissant', 'bagel', 'yogurt']",-2,-18
15,2,take bread,"['cheese', 'butter', 'yogurt', 'cake', 'croissant', 'bread']","['croissant', 'bagel', 'yogurt']",0,-18
15,2,take bagel,"['cheese', 'butter', 'yogurt', 'cake', 'croissant', 'bread', 'bagel']","['croissant', 'bagel', 'yogurt']",0,-18
15,2,checkout,"['cheese', 'butter', 'yogurt', 'cake', 'croissant', 'bread', 'bagel']","['croissant', 'bagel', 'yogurt']",4,-14
16,2,go to Produce,[],"['apples', 'milk']",0,0
16,2,take carrots,['carrots'],"['apples', 'milk']",-2,-2
16,2,go to Produce,['carrots'],"['apples', 'milk']",0,-2
16,2,checkout,['carrots'],"['apples', 'milk']",-2,-4
16,2,checkout,['carrots'],"['apples', 'milk']",-2,-6
16,2,go to Dairy,['carrots'],"['apples', 'milk']",0,-6
16,2,take yogurt,"['carrots', 'yogurt']","['apples', 'milk']",-2,-8
16,2,go to Dairy,"['carrots', 'yogurt']","['apples', 'milk']",0,-8
16,2,go to Bakery,"['carrots', 'yogurt']","['apples', 'milk']",0,-8
16,2,go to Produce,"['carrots', 'yogurt']","['apples', 'milk']",0,-8
16,2,take lettuce,"['carrots', 'yogurt', 'lettuce']","['apples', 'milk']",-2,-10
16,2,take carrots,"['carrots', 'yogurt', 'lettuce']","['apples', 'milk']",-2,-12
16,2,checkout,"['carrots', 'yogurt', 'lettuce']","['apples', 'milk']",-2,-14
16,2,go to Dairy,"['carrots', 'yogurt', 'lettuce']","['apples', 'milk']",0,-14
16,2,take milk,"['carrots', 'yogurt', 'lettuce', 'milk']","['apples', 'milk']",-2,-16
17,2,go to Bakery,[],"['bagel', 'bananas']",0,0
17,2,go to Bakery,[],"['bagel', 'bananas']",0,0
17,2,take bread,['bread'],"['bagel', 'bananas']",-2,-2
17,2,take cake,"['bread', 'cake']","['bagel', 'bananas']",-2,-4
17,2,take cake,"['bread', 'cake']","['bagel', 'bananas']",-2,-6
17,2,take cake,"['bread', 'cake']","['bagel', 'bananas']",-2,-8
17,2,go to Produce,"['bread', 'cake']","['bagel', 'bananas']",0,-8
17,2,checkout,"['bread', 'cake']","['bagel', 'bananas']",-2,-10
17,2,go to Bakery,"['bread', 'cake']","['bagel', 'bananas']",0,-10
17,2,take cake,"['bread', 'cake']","['bagel', 'bananas']",-2,-12
17,2,checkout,"['bread', 'cake']","['bagel', 'bananas']",-2,-14
17,2,take cake,"['bread', 'cake']","['bagel', 'bananas']",-2,-16
17,2,take croissant,"['bread', 'cake', 'croissant']","['bagel', 'bananas']",-2,-18
17,2,take bread,"['bread', 'cake', 'croissant']","['bagel', 'bananas']",-2,-20
17,2,take cake,"['bread', 'cake', 'croissant']","['bagel', 'bananas']",-2,-22
18,2,go to Dairy,[],"['milk', 'yogurt', 'cake']",0,0
18,2,take cheese,['cheese'],"['milk', 'yogurt', 'cake']",-2,-2
18,2,take cheese,['cheese'],"['milk', 'yogurt', 'cake']",-2,-4
18,2,take cheese,['cheese'],"['milk', 'yogurt', 'cake']",-2,-6
18,2,take cheese,['cheese'],"['milk', 'yogurt', 'cake']",-2,-8
18,2,go to Dairy,['cheese'],"['milk', 'yogurt', 'cake']",0,-8
18,2,checkout,['cheese'],"['milk', 'yogurt', 'cake']",-2,-10
18,2,go to Dairy,['cheese'],"['milk', 'yogurt', 'cake']",-2,-12
18,2,take cheese,['cheese'],"['milk', 'yogurt', 'cake']",-2,-14
18,2,take milk,"['cheese', 'milk']","['milk', 'yogurt', 'cake']",-2,-16
18,2,take yogurt,"['cheese', 'milk', 'yogurt']","['milk', 'yogurt', 'cake']",-2,-18
18,2,go to Produce,"['cheese', 'milk', 'yogurt']","['milk', 'yogurt', 'cake']",-2,-20
18,2,take carrots,"['cheese', 'milk', 'yogurt', 'carrots']","['milk', 'yogurt', 'cake']",0,-20
18,2,go to Produce,"['cheese', 'milk', 'yogurt', 'carrots']","['milk', 'yogurt', 'cake']",0,-20
18,2,take bananas,"['cheese', 'milk', 'yogurt', 'carrots', 'bananas']","['milk', 'yogurt', 'cake']",-2,-22
19,2,go to Dairy,[],"['lettuce', 'bread']",0,0
19,2,take cheese,['cheese'],"['lettuce', 'bread']",-2,-2
19,2,take butter,"['cheese', 'butter']","['lettuce', 'bread']",-2,-4
19,2,take milk,"['cheese', 'butter', 'milk']","['lettuce', 'bread']",-2,-6
19,2,take butter,"['cheese', 'butter', 'milk']","['lettuce', 'bread']",-2,-8
19,2,take cheese,"['cheese', 'butter', 'milk']","['lettuce', 'bread']",-2,-10
19,2,take milk,"['cheese', 'butter', 'milk']","['lettuce', 'bread']",-2,-12
19,2,go to Produce,"['cheese', 'butter', 'milk']","['lettuce', 'bread']",0,-12
19,2,take apples,"['cheese', 'butter', 'milk', 'apples']","['lettuce', 'bread']",0,-12
19,2,take carrots,"['cheese', 'butter', 'milk', 'apples', 'carrots']","['lettuce', 'bread']",0,-12
19,2,take lettuce,"['cheese', 'butter', 'milk', 'apples', 'carrots', 'lettuce']","['lettuce', 'bread']",0,-12
19,2,take lettuce,"['cheese', 'butter', 'milk', 'apples', 'carrots', 'lettuce']","['lettuce', 'bread']",0,-12
19,2,go to Produce,"['cheese', 'butter', 'milk', 'apples', 'carrots', 'lettuce']","['lettuce', 'bread']",-2,-14
19,2,take bananas,"['cheese', 'butter', 'milk', 'apples', 'carrots', 'lettuce', 'bananas']","['lettuce', 'bread']",0,-14
19,2,take lettuce,"['cheese', 'butter', 'milk', 'apples', 'carrots', 'lettuce', 'bananas']","['lettuce', 'bread']",0,-14
20,2,go to Dairy,[],"['bananas', 'croissant', 'cheese']",0,0
20,2,take milk,['milk'],"['bananas', 'croissant', 'cheese']",-2,-2
20,2,take milk,['milk'],"['bananas', 'croissant', 'cheese']",-2,-4
20,2,take cheese,"['milk', 'cheese']","['bananas', 'croissant', 'cheese']",-2,-6
20,2,go to Dairy,"['milk', 'cheese']","['bananas', 'croissant', 'cheese']",0,-6
20,2,go to Bakery,"['milk', 'cheese']","['bananas', 'croissant', 'cheese']",0,-6
20,2,go to Produce,"['milk', 'cheese']","['bananas', 'croissant', 'cheese']",0,-6
20,2,take carrots,"['milk', 'cheese', 'carrots']","['bananas', 'croissant', 'cheese']",-2,-8
20,2,go to Bakery,"['milk', 'cheese', 'carrots']","['bananas', 'croissant', 'cheese']",0,-8
20,2,take bagel,"['milk', 'cheese', 'carrots', 'bagel']","['bananas', 'croissant', 'cheese']",0,-8
20,2,take croissant,"['milk', 'cheese', 'carrots', 'bagel', 'croissant']","['bananas', 'croissant', 'cheese']",-2,-10
20,2,go to Dairy,"['milk', 'cheese', 'carrots', 'bagel', 'croissant']","['bananas', 'croissant', 'cheese']",-2,-12
20,2,go to Dairy,"['milk', 'cheese', 'carrots', 'bagel', 'croissant']","['bananas', 'croissant', 'cheese']",-2,-14
20,2,go to Produce,"['milk', 'cheese', 'carrots', 'bagel', 'croissant']","['bananas', 'croissant', 'cheese']",0,-14
20,2,take apples,"['milk', 'cheese', 'carrots', 'bagel', 'croissant', 'apples']","['bananas', 'croissant', 'cheese']",-2,-16
21,3,go to Dairy,[],"['lettuce', 'milk']",0,0
21,3,take butter,['butter'],"['lettuce', 'milk']",-2,-2
21,3,checkout,['butter'],"['lettuce', 'milk']",-2,-4
21,3,go to Produce,['butter'],"['lettuce', 'milk']",0,-4
21,3,take lettuce,"['butter', 'lettuce']","['lettuce', 'milk']",0,-4
21,3,take bananas,"['butter', 'lettuce', 'bananas']","['lettuce', 'milk']",-2,-6
21,3,checkout,"['butter', 'lettuce', 'bananas']","['lettuce', 'milk']",-2,-8
21,3,go to Dairy,"['butter', 'lettuce', 'bananas']","['lettuce', 'milk']",0,-8
21,3,go to Bakery,"['butter', 'lettuce', 'bananas']","['lettuce', 'milk']",0,-8
21,3,go to Bakery,"['butter', 'lettuce', 'bananas']","['lettuce', 'milk']",0,-8
