Episodio,Epoch,Acción,CanastaActual,CanastaObjetivo,RecompensaObtenida,RecompensaAcumulada
2,1,take yogurt,['yogurt'],"['yogurt', 'butter', 'bagel']",0,2
2,1,take milk,"['yogurt', 'milk']","['yogurt', 'butter', 'bagel']",2,4
2,1,go to Dairy,"['yogurt', 'milk']","['yogurt', 'butter', 'bagel']",2,6
2,1,take yogurt,"['yogurt', 'milk']","['yogurt', 'butter', 'bagel']",0,6
2,1,take milk,"['yogurt', 'milk']","['yogurt', 'butter', 'bagel']",4,10
2,1,go to Produce,"['yogurt', 'milk']","['yogurt', 'butter', 'bagel']",0,10
2,1,take carrots,"['yogurt', 'milk', 'carrots']","['yogurt', 'butter', 'bagel']",0,10
2,1,go to Dairy,"['yogurt', 'milk', 'carrots']","['yogurt', 'butter', 'bagel']",-4,6
2,1,go to Dairy,"['yogurt', 'milk', 'carrots']","['yogurt', 'butter', 'bagel']",0,6
3,1,go to Dairy,[],"['butter', 'cake']",-4,-4
3,1,go to Dairy,[],"['butter', 'cake']",0,-4
3,1,go to Produce,[],"['butter', 'cake']",0,-4
3,1,take apples,['apples'],"['butter', 'cake']",-2,-6
3,1,take lettuce,"['apples', 'lettuce']","['butter', 'cake']",0,-6
3,1,go to Dairy,"['apples', 'lettuce']","['butter', 'cake']",0,-6
3,1,checkout,"['apples', 'lettuce']","['butter', 'cake']",0,-6
3,1,take butter,"['apples', 'lettuce', 'butter']","['butter', 'cake']",0,-6
3,1,take yogurt,"['apples', 'lettuce', 'butter', 'yogurt']","['butter', 'cake']",-2,-8
3,1,take butter,"['apples', 'lettuce', 'butter', 'yogurt']","['butter', 'cake']",0,-8
3,1,go to Dairy,"['apples', 'lettuce', 'butter', 'yogurt']","['butter', 'cake']",0,-8
3,1,checkout,"['apples', 'lettuce', 'butter', 'yogurt']","['butter', 'cake']",0,-8
3,1,take milk,"['apples', 'lettuce', 'butter', 'yogurt', 'milk']","['butter', 'cake']",0,-8
3,1,take yogurt,"['apples', 'lettuce', 'butter', 'yogurt', 'milk']","['butter', 'cake']",0,-8
3,1,go to Bakery,"['apples', 'lettuce', 'butter', 'yogurt', 'milk']","['butter', 'cake']",2,-6
4,1,checkout,[],"['croissant', 'bagel', 'milk']",0,0
4,1,go to Dairy,[],"['croissant', 'bagel', 'milk']",0,0
4,1,checkout,[],"['croissant', 'bagel', 'milk']",0,0
4,1,checkout,[],"['croissant', 'bagel', 'milk']",0,0
4,1,go to Produce,[],"['croissant', 'bagel', 'milk']",0,0
4,1,take carrots,['carrots'],"['croissant', 'bagel', 'milk']",0,0
4,1,take lettuce,"['carrots', 'lettuce']","['croissant', 'bagel', 'milk']",0,0
4,1,go to Produce,"['carrots', 'lettuce']","['croissant', 'bagel', 'milk']",0,0
4,1,go to Bakery,"['carrots', 'lettuce']","['croissant', 'bagel', 'milk']",0,0
4,1,take bagel,"['carrots', 'lettuce', 'bagel']","['croissant', 'bagel', 'milk']",0,0
4,1,go to Produce,"['carrots', 'lettuce', 'bagel']","['croissant', 'bagel', 'milk']",0,0
4,1,go to Dairy,"['carrots', 'lettuce', 'bagel']","['croissant', 'bagel', 'milk']",-4,-4
4,1,go to Bakery,"['carrots', 'lettuce', 'bagel']","['croissant', 'bagel', 'milk']",4,0
4,1,take bagel,"['carrots', 'lettuce', 'bagel']","['croissant', 'bagel', 'milk']",0,0
4,1,take bread,"['carrots', 'lettuce', 'bagel', 'bread']","['croissant', 'bagel', 'milk']",0,0
5,1,go to Bakery,[],"['bread', 'apples']",-4,-4
5,1,checkout,[],"['bread', 'apples']",0,-4
5,1,take cake,['cake'],"['bread', 'apples']",0,-4
5,1,go to Bakery,['cake'],"['bread', 'apples']",0,-4
5,1,go to Produce,['cake'],"['bread', 'apples']",0,-4
5,1,go to Produce,['cake'],"['bread', 'apples']",0,-4
5,1,go to Produce,['cake'],"['bread', 'apples']",0,-4
5,1,go to Produce,['cake'],"['bread', 'apples']",-4,-8
5,1,take carrots,"['cake', 'carrots']","['bread', 'apples']",2,-6
5,1,go to Produce,"['cake', 'carrots']","['bread', 'apples']",0,-6
5,1,go to Produce,"['cake', 'carrots']","['bread', 'apples']",0,-6
5,1,go to Bakery,"['cake', 'carrots']","['bread', 'apples']",-4,-10
5,1,take croissant,"['cake', 'carrots', 'croissant']","['bread', 'apples']",0,-10
5,1,go to Bakery,"['cake', 'carrots', 'croissant']","['bread', 'apples']",-4,-14
5,1,take croissant,"['cake', 'carrots', 'croissant']","['bread', 'apples']",0,-14
6,1,go to Bakery,[],"['croissant', 'cheese', 'yogurt']",0,0
6,1,take bread,['bread'],"['croissant', 'cheese', 'yogurt']",0,0
6,1,go to Bakery,['bread'],"['croissant', 'cheese', 'yogurt']",0,0
6,1,go to Produce,['bread'],"['croissant', 'cheese', 'yogurt']",0,0
6,1,go to Produce,['bread'],"['croissant', 'cheese', 'yogurt']",0,0
6,1,checkout,['bread'],"['croissant', 'cheese', 'yogurt']",0,0
6,1,take carrots,"['bread', 'carrots']","['croissant', 'cheese', 'yogurt']",0,0
6,1,go to Dairy,"['bread', 'carrots']","['croissant', 'cheese', 'yogurt']",0,0
6,1,take cheese,"['bread', 'carrots', 'cheese']","['croissant', 'cheese', 'yogurt']",0,0
6,1,take cheese,"['bread', 'carrots', 'cheese']","['croissant', 'cheese', 'yogurt']",0,0
6,1,go to Bakery,"['bread', 'carrots', 'cheese']","['croissant', 'cheese', 'yogurt']",0,0
6,1,go to Produce,"['bread', 'carrots', 'cheese']","['croissant', 'cheese', 'yogurt']",0,0
6,1,take apples,"['bread', 'carrots', 'cheese', 'apples']","['croissant', 'cheese', 'yogurt']",0,0
6,1,checkout,"['bread', 'carrots', 'cheese', 'apples']","['croissant', 'cheese', 'yogurt']",0,0
6,1,take apples,"['bread', 'carrots', 'cheese', 'apples']","['croissant', 'cheese', 'yogurt']",0,0
7,1,go to Bakery,[],"['cake', 'yogurt', 'lettuce']",0,0
7,1,take cake,['cake'],"['cake', 'yogurt', 'lettuce']",0,0
7,1,checkout,['cake'],"['cake', 'yogurt', 'lettuce']",0,0
7,1,go to Dairy,['cake'],"['cake', 'yogurt', 'lettuce']",0,0
7,1,go to Dairy,['cake'],"['cake', 'yogurt', 'lettuce']",0,0
7,1,take yogurt,"['cake', 'yogurt']","['cake', 'yogurt', 'lettuce']",0,0
7,1,go to Produce,"['cake', 'yogurt']","['cake', 'yogurt', 'lettuce']",0,0
7,1,take bananas,"['cake', 'yogurt', 'bananas']","['cake', 'yogurt', 'lettuce']",0,0
7,1,go to Dairy,"['cake', 'yogurt', 'bananas']","['cake', 'yogurt', 'lettuce']",0,0
7,1,go to Produce,"['cake', 'yogurt', 'bananas']","['cake', 'yogurt', 'lettuce']",0,0
7,1,go to Dairy,"['cake', 'yogurt', 'bananas']","['cake', 'yogurt', 'lettuce']",0,0
7,1,go to Bakery,"['cake', 'yogurt', 'bananas']","['cake', 'yogurt', 'lettuce']",0,0
7,1,go to Dairy,"['cake', 'yogurt', 'bananas']","['cake', 'yogurt', 'lettuce']",0,0
7,1,go to Dairy,"['cake', 'yogurt', 'bananas']","['cake', 'yogurt', 'lettuce']",-2,-2
7,1,go to Produce,"['cake', 'yogurt', 'bananas']","['cake', 'yogurt', 'lettuce']",-2,-4
8,1,go to Bakery,[],"['yogurt', 'cheese', 'bagel']",0,0
8,1,go to Dairy,[],"['yogurt', 'cheese', 'bagel']",0,0
8,1,go to Produce,[],"['yogurt', 'cheese', 'bagel']",0,0
8,1,take apples,['apples'],"['yogurt', 'cheese', 'bagel']",0,0
8,1,go to Produce,['apples'],"['yogurt', 'cheese', 'bagel']",0,0
8,1,go to Produce,['apples'],"['yogurt', 'cheese', 'bagel']",0,0
8,1,take apples,['apples'],"['yogurt', 'cheese', 'bagel']",0,0
8,1,take apples,['apples'],"['yogurt', 'cheese', 'bagel']",0,0
8,1,take carrots,"['apples', 'carrots']","['yogurt', 'cheese', 'bagel']",0,0
8,1,go to Produce,"['apples', 'carrots']","['yogurt', 'cheese', 'bagel']",2,2
8,1,take bananas,"['apples', 'carrots', 'bananas']","['yogurt', 'cheese', 'bagel']",2,4
8,1,go to Produce,"['apples', 'carrots', 'bananas']","['yogurt', 'cheese', 'bagel']",-4,0
8,1,take bananas,"['apples', 'carrots', 'bananas']","['yogurt', 'cheese', 'bagel']",4,4
8,1,go to Produce,"['apples', 'carrots', 'bananas']","['yogurt', 'cheese', 'bagel']",-4,0
8,1,go to Bakery,"['apples', 'carrots', 'bananas']","['yogurt', 'cheese', 'bagel']",-4,-4
9,1,checkout,[],"['milk', 'bananas', 'croissant']",0,0
9,1,go to Dairy,[],"['milk', 'bananas', 'croissant']",0,0
9,1,go to Produce,[],"['milk', 'bananas', 'croissant']",0,0
9,1,checkout,[],"['milk', 'bananas', 'croissant']",0,0
9,1,take lettuce,['lettuce'],"['milk', 'bananas', 'croissant']",4,4
9,1,go to Dairy,['lettuce'],"['milk', 'bananas', 'croissant']",0,4
9,1,go to Bakery,['lettuce'],"['milk', 'bananas', 'croissant']",0,4
9,1,take croissant,"['lettuce', 'croissant']","['milk', 'bananas', 'croissant']",0,4
9,1,take croissant,"['lettuce', 'croissant']","['milk', 'bananas', 'croissant']",2,6
9,1,go to Dairy,"['lettuce', 'croissant']","['milk', 'bananas', 'croissant']",-2,4
9,1,take milk,"['lettuce', 'croissant', 'milk']","['milk', 'bananas', 'croissant']",0,4
9,1,take yogurt,"['lettuce', 'croissant', 'milk', 'yogurt']","['milk', 'bananas', 'croissant']",0,4
9,1,take milk,"['lettuce', 'croissant', 'milk', 'yogurt']","['milk', 'bananas', 'croissant']",0,4
9,1,checkout,"['lettuce', 'croissant', 'milk', 'yogurt']","['milk', 'bananas', 'croissant']",0,4
9,1,checkout,"['lettuce', 'croissant', 'milk', 'yogurt']","['milk', 'bananas', 'croissant']",0,4
10,1,go to Produce,[],"['apples', 'bananas']",0,0
10,1,go to Dairy,[],"['apples', 'bananas']",0,0
10,1,take milk,['milk'],"['apples', 'bananas']",0,0
10,1,checkout,['milk'],"['apples', 'bananas']",0,0
10,1,take cheese,"['milk', 'cheese']","['apples', 'bananas']",0,0
10,1,take cheese,"['milk', 'cheese']","['apples', 'bananas']",0,0
10,1,go to Dairy,"['milk', 'cheese']","['apples', 'bananas']",-2,-2
10,1,checkout,"['milk', 'cheese']","['apples', 'bananas']",0,-2
10,1,take milk,"['milk', 'cheese']","['apples', 'bananas']",0,-2
10,1,go to Produce,"['milk', 'cheese']","['apples', 'bananas']",0,-2
10,1,go to Produce,"['milk', 'cheese']","['apples', 'bananas']",0,-2
10,1,go to Bakery,"['milk', 'cheese']","['apples', 'bananas']",0,-2
10,1,take bread,"['milk', 'cheese', 'bread']","['apples', 'bananas']",0,-2
10,1,take cake,"['milk', 'cheese', 'bread', 'cake']","['apples', 'bananas']",0,-2
10,1,take croissant,"['milk', 'cheese', 'bread', 'cake', 'croissant']","['apples', 'bananas']",0,-2
11,2,go to Bakery,[],"['lettuce', 'cheese']",2,2
11,2,take croissant,['croissant'],"['lettuce', 'cheese']",0,2
11,2,take cake,"['croissant', 'cake']","['lettuce', 'cheese']",2,4
11,2,checkout,"['croissant', 'cake']","['lettuce', 'cheese']",0,4
11,2,take cake,"['croissant', 'cake']","['lettuce', 'cheese']",0,4
11,2,take bread,"['croissant', 'cake', 'bread']","['lettuce', 'cheese']",4,8
11,2,take croissant,"['croissant', 'cake', 'bread']","['lettuce', 'cheese']",0,8
11,2,take bagel,"['croissant', 'cake', 'bread', 'bagel']","['lettuce', 'cheese']",0,8
11,2,take croissant,"['croissant', 'cake', 'bread', 'bagel']","['lettuce', 'cheese']",0,8
11,2,take cake,"['croissant', 'cake', 'bread', 'bagel']","['lettuce', 'cheese']",0,8
11,2,go to Produce,"['croissant', 'cake', 'bread', 'bagel']","['lettuce', 'cheese']",0,8
11,2,take bananas,"['croissant', 'cake', 'bread', 'bagel', 'bananas']","['lettuce', 'cheese']",0,8
11,2,take carrots,"['croissant', 'cake', 'bread', 'bagel', 'bananas', 'carrots']","['lettuce', 'cheese']",0,8
11,2,take lettuce,"['croissant', 'cake', 'bread', 'bagel', 'bananas', 'carrots', 'lettuce']","['lettuce', 'cheese']",0,8
11,2,take apples,"['croissant', 'cake', 'bread', 'bagel', 'bananas', 'carrots', 'lettuce', 'apples']","['lettuce', 'cheese']",0,8
12,2,go to Dairy,[],"['milk', 'bread']",0,0
12,2,take butter,['butter'],"['milk', 'bread']",0,0
12,2,take butter,['butter'],"['milk', 'bread']",0,0
12,2,checkout,['butter'],"['milk', 'bread']",0,0
12,2,go to Dairy,['butter'],"['milk', 'bread']",-4,-4
12,2,go to Produce,['butter'],"['milk', 'bread']",0,-4
12,2,go to Bakery,['butter'],"['milk', 'bread']",0,-4
12,2,take bagel,"['butter', 'bagel']","['milk', 'bread']",0,-4
12,2,take bread,"['butter', 'bagel', 'bread']","['milk', 'bread']",0,-4
12,2,take cake,"['butter', 'bagel', 'bread', 'cake']","['milk', 'bread']",0,-4
12,2,take bread,"['butter', 'bagel', 'bread', 'cake']","['milk', 'bread']",0,-4
12,2,take croissant,"['butter', 'bagel', 'bread', 'cake', 'croissant']","['milk', 'bread']",0,-4
12,2,take bagel,"['butter', 'bagel', 'bread', 'cake', 'croissant']","['milk', 'bread']",0,-4
12,2,checkout,"['butter', 'bagel', 'bread', 'cake', 'croissant']","['milk', 'bread']",4,0
12,2,checkout,"['butter', 'bagel', 'bread', 'cake', 'croissant']","['milk', 'bread']",0,0
13,2,checkout,[],"['carrots', 'cake', 'lettuce']",0,0
13,2,checkout,[],"['carrots', 'cake', 'lettuce']",-2,-2
13,2,go to Dairy,[],"['carrots', 'cake', 'lettuce']",0,-2
13,2,go to Produce,[],"['carrots', 'cake', 'lettuce']",0,-2
13,2,take apples,['apples'],"['carrots', 'cake', 'lettuce']",0,-2
13,2,take lettuce,"['apples', 'lettuce']","['carrots', 'cake', 'lettuce']",0,-2
13,2,go to Bakery,"['apples', 'lettuce']","['carrots', 'cake', 'lettuce']",0,-2
13,2,go to Bakery,"['apples', 'lettuce']","['carrots', 'cake', 'lettuce']",0,-2
13,2,go to Produce,"['apples', 'lettuce']","['carrots', 'cake', 'lettuce']",0,-2
13,2,go to Produce,"['apples', 'lettuce']","['carrots', 'cake', 'lettuce']",0,-2
13,2,go to Dairy,"['apples', 'lettuce']","['carrots', 'cake', 'lettuce']",0,-2
13,2,take cheese,"['apples', 'lettuce', 'cheese']","['carrots', 'cake', 'lettuce']",4,2
13,2,take butter,"['apples', 'lettuce', 'cheese', 'butter']","['carrots', 'cake', 'lettuce']",-2,0
13,2,take butter,"['apples', 'lettuce', 'cheese', 'butter']","['carrots', 'cake', 'lettuce']",0,0
13,2,take butter,"['apples', 'lettuce', 'cheese', 'butter']","['carrots', 'cake', 'lettuce']",0,0
14,2,go to Bakery,[],"['apples', 'carrots', 'milk']",-2,-2
14,2,take bagel,['bagel'],"['apples', 'carrots', 'milk']",0,-2
14,2,go to Produce,['bagel'],"['apples', 'carrots', 'milk']",0,-2
14,2,go to Bakery,['bagel'],"['apples', 'carrots', 'milk']",0,-2
14,2,take croissant,"['bagel', 'croissant']","['apples', 'carrots', 'milk']",4,2
14,2,take bread,"['bagel', 'croissant', 'bread']","['apples', 'carrots', 'milk']",0,2
14,2,checkout,"['bagel', 'croissant', 'bread']","['apples', 'carrots', 'milk']",0,2
14,2,take bagel,"['bagel', 'croissant', 'bread']","['apples', 'carrots', 'milk']",0,2
14,2,take croissant,"['bagel', 'croissant', 'bread']","['apples', 'carrots', 'milk']",0,2
14,2,take croissant,"['bagel', 'croissant', 'bread']","['apples', 'carrots', 'milk']",0,2
14,2,go to Bakery,"['bagel', 'croissant', 'bread']","['apples', 'carrots', 'milk']",0,2
14,2,checkout,"['bagel', 'croissant', 'bread']","['apples', 'carrots', 'milk']",0,2
14,2,go to Bakery,"['bagel', 'croissant', 'bread']","['apples', 'carrots', 'milk']",0,2
14,2,take cake,"['bagel', 'croissant', 'bread', 'cake']","['apples', 'carrots', 'milk']",0,2
14,2,take croissant,"['bagel', 'croissant', 'bread', 'cake']","['apples', 'carrots', 'milk']",0,2
15,2,go to Produce,[],"['lettuce', 'milk', 'apples']",0,0
15,2,go to Bakery,[],"['lettuce', 'milk', 'apples']",-4,-4
15,2,take cake,['cake'],"['lettuce', 'milk', 'apples']",0,-4
15,2,take bagel,"['cake', 'bagel']","['lettuce', 'milk', 'apples']",0,-4
15,2,take croissant,"['cake', 'bagel', 'croissant']","['lettuce', 'milk', 'apples']",0,-4
15,2,go to Bakery,"['cake', 'bagel', 'croissant']","['lettuce', 'milk', 'apples']",0,-4
15,2,take croissant,"['cake', 'bagel', 'croissant']","['lettuce', 'milk', 'apples']",0,-4
15,2,go to Produce,"['cake', 'bagel', 'croissant']","['lettuce', 'milk', 'apples']",0,-4
15,2,go to Produce,"['cake', 'bagel', 'croissant']","['lettuce', 'milk', 'apples']",-4,-8
15,2,take carrots,"['cake', 'bagel', 'croissant', 'carrots']","['lettuce', 'milk', 'apples']",0,-8
15,2,take apples,"['cake', 'bagel', 'croissant', 'carrots', 'apples']","['lettuce', 'milk', 'apples']",0,-8
15,2,take carrots,"['cake', 'bagel', 'croissant', 'carrots', 'apples']","['lettuce', 'milk', 'apples']",0,-8
15,2,go to Dairy,"['cake', 'bagel', 'croissant', 'carrots', 'apples']","['lettuce', 'milk', 'apples']",0,-8
15,2,take yogurt,"['cake', 'bagel', 'croissant', 'carrots', 'apples', 'yogurt']","['lettuce', 'milk', 'apples']",0,-8
15,2,go to Bakery,"['cake', 'bagel', 'croissant', 'carrots', 'apples', 'yogurt']","['lettuce', 'milk', 'apples']",0,-8
16,2,checkout,[],"['bananas', 'apples']",0,0
16,2,go to Produce,[],"['bananas', 'apples']",0,0
16,2,go to Produce,[],"['bananas', 'apples']",0,0
16,2,go to Produce,[],"['bananas', 'apples']",-4,-4
16,2,take lettuce,['lettuce'],"['bananas', 'apples']",0,-4
16,2,take carrots,"['lettuce', 'carrots']","['bananas', 'apples']",0,-4
16,2,go to Bakery,"['lettuce', 'carrots']","['bananas', 'apples']",-2,-6
16,2,go to Bakery,"['lettuce', 'carrots']","['bananas', 'apples']",0,-6
16,2,take cake,"['lettuce', 'carrots', 'cake']","['bananas', 'apples']",0,-6
16,2,go to Bakery,"['lettuce', 'carrots', 'cake']","['bananas', 'apples']",0,-6
16,2,go to Bakery,"['lettuce', 'carrots', 'cake']","['bananas', 'apples']",0,-6
16,2,go to Dairy,"['lettuce', 'carrots', 'cake']","['bananas', 'apples']",0,-6
16,2,go to Produce,"['lettuce', 'carrots', 'cake']","['bananas', 'apples']",0,-6
16,2,checkout,"['lettuce', 'carrots', 'cake']","['bananas', 'apples']",0,-6
16,2,go to Dairy,"['lettuce', 'carrots', 'cake']","['bananas', 'apples']",0,-6
17,2,go to Dairy,[],"['yogurt', 'bagel']",0,0
17,2,checkout,[],"['yogurt', 'bagel']",0,0
17,2,take butter,['butter'],"['yogurt', 'bagel']",0,0
17,2,take cheese,"['butter', 'cheese']","['yogurt', 'bagel']",0,0
17,2,go to Bakery,"['butter', 'cheese']","['yogurt', 'bagel']",0,0
17,2,take cake,"['butter', 'cheese', 'cake']","['yogurt', 'bagel']",0,0
17,2,take bagel,"['butter', 'cheese', 'cake', 'bagel']","['yogurt', 'bagel']",0,0
17,2,go to Dairy,"['butter', 'cheese', 'cake', 'bagel']","['yogurt', 'bagel']",0,0
17,2,take yogurt,"['butter', 'cheese', 'cake', 'bagel', 'yogurt']","['yogurt', 'bagel']",0,0
17,2,take milk,"['butter', 'cheese', 'cake', 'bagel', 'yogurt', 'milk']","['yogurt', 'bagel']",0,0
17,2,go to Dairy,"['butter', 'cheese', 'cake', 'bagel', 'yogurt', 'milk']","['yogurt', 'bagel']",0,0
17,2,go to Dairy,"['butter', 'cheese', 'cake', 'bagel', 'yogurt', 'milk']","['yogurt', 'bagel']",-4,-4
17,2,take milk,"['butter', 'cheese', 'cake', 'bagel', 'yogurt', 'milk']","['yogurt', 'bagel']",0,-4
17,2,take yogurt,"['butter', 'cheese', 'cake', 'bagel', 'yogurt', 'milk']","['yogurt', 'bagel']",0,-4
17,2,checkout,"['butter', 'cheese', 'cake', 'bagel', 'yogurt', 'milk']","['yogurt', 'bagel']",0,-4
18,2,checkout,[],"['butter', 'bread', 'milk']",-4,-4
18,2,checkout,[],"['butter', 'bread', 'milk']",0,-4
18,2,go to Dairy,[],"['butter', 'bread', 'milk']",0,-4
18,2,checkout,[],"['butter', 'bread', 'milk']",0,-4
18,2,take cheese,['cheese'],"['butter', 'bread', 'milk']",4,0
18,2,checkout,['cheese'],"['butter', 'bread', 'milk']",0,0
18,2,take milk,"['cheese', 'milk']","['butter', 'bread', 'milk']",0,0
18,2,take butter,"['cheese', 'milk', 'butter']","['butter', 'bread', 'milk']",0,0
18,2,take yogurt,"['cheese', 'milk', 'butter', 'yogurt']","['butter', 'bread', 'milk']",-2,-2
18,2,go to Dairy,"['cheese', 'milk', 'butter', 'yogurt']","['butter', 'bread', 'milk']",0,-2
18,2,take yogurt,"['cheese', 'milk', 'butter', 'yogurt']","['butter', 'bread', 'milk']",0,-2
18,2,go to Bakery,"['cheese', 'milk', 'butter', 'yogurt']","['butter', 'bread', 'milk']",-4,-6
18,2,go to Bakery,"['cheese', 'milk', 'butter', 'yogurt']","['butter', 'bread', 'milk']",0,-6
18,2,take croissant,"['cheese', 'milk', 'butter', 'yogurt', 'croissant']","['butter', 'bread', 'milk']",0,-6
18,2,go to Dairy,"['cheese', 'milk', 'butter', 'yogurt', 'croissant']","['butter', 'bread', 'milk']",-4,-10
19,2,go to Produce,[],"['bananas', 'butter']",-4,-4
19,2,go to Dairy,[],"['bananas', 'butter']",0,-4
19,2,take cheese,['cheese'],"['bananas', 'butter']",0,-4
19,2,take yogurt,"['cheese', 'yogurt']","['bananas', 'butter']",2,-2
19,2,checkout,"['cheese', 'yogurt']","['bananas', 'butter']",0,-2
19,2,take yogurt,"['cheese', 'yogurt']","['bananas', 'butter']",2,0
19,2,go to Bakery,"['cheese', 'yogurt']","['bananas', 'butter']",0,0
19,2,take cake,"['cheese', 'yogurt', 'cake']","['bananas', 'butter']",2,2
19,2,take bagel,"['cheese', 'yogurt', 'cake', 'bagel']","['bananas', 'butter']",0,2
19,2,go to Produce,"['cheese', 'yogurt', 'cake', 'bagel']","['bananas', 'butter']",0,2
19,2,go to Produce,"['cheese', 'yogurt', 'cake', 'bagel']","['bananas', 'butter']",0,2
19,2,take carrots,"['cheese', 'yogurt', 'cake', 'bagel', 'carrots']","['bananas', 'butter']",2,4
19,2,take lettuce,"['cheese', 'yogurt', 'cake', 'bagel', 'carrots', 'lettuce']","['bananas', 'butter']",0,4
19,2,take apples,"['cheese', 'yogurt', 'cake', 'bagel', 'carrots', 'lettuce', 'apples']","['bananas', 'butter']",4,8
19,2,go to Bakery,"['cheese', 'yogurt', 'cake', 'bagel', 'carrots', 'lettuce', 'apples']","['bananas', 'butter']",0,8
20,2,go to Produce,[],"['yogurt', 'cake']",-4,-4
20,2,take lettuce,['lettuce'],"['yogurt', 'cake']",0,-4
20,2,go to Bakery,['lettuce'],"['yogurt', 'cake']",0,-4
20,2,take bread,"['lettuce', 'bread']","['yogurt', 'cake']",2,-2
20,2,take bread,"['lettuce', 'bread']","['yogurt', 'cake']",2,0
20,2,go to Bakery,"['lettuce', 'bread']","['yogurt', 'cake']",0,0
20,2,go to Dairy,"['lettuce', 'bread']","['yogurt', 'cake']",0,0
20,2,take cheese,"['lettuce', 'bread', 'cheese']","['yogurt', 'cake']",0,0
20,2,go to Produce,"['lettuce', 'bread', 'cheese']","['yogurt', 'cake']",-4,-4
20,2,take carrots,"['lettuce', 'bread', 'cheese', 'carrots']","['yogurt', 'cake']",0,-4
20,2,go to Bakery,"['lettuce', 'bread', 'cheese', 'carrots']","['yogurt', 'cake']",0,-4
20,2,go to Dairy,"['lettuce', 'bread', 'cheese', 'carrots']","['yogurt', 'cake']",0,-4
20,2,take yogurt,"['lettuce', 'bread', 'cheese', 'carrots', 'yogurt']","['yogurt', 'cake']",0,-4
20,2,go to Bakery,"['lettuce', 'bread', 'cheese', 'carrots', 'yogurt']","['yogurt', 'cake']",0,-4
20,2,go to Dairy,"['lettuce', 'bread', 'cheese', 'carrots', 'yogurt']","['yogurt', 'cake']",0,-4
21,3,go to Bakery,[],"['croissant', 'lettuce']",0,0
21,3,go to Produce,[],"['croissant', 'lettuce']",-4,-4
21,3,take bananas,['bananas'],"['croissant', 'lettuce']",0,-4
21,3,go to Produce,['bananas'],"['croissant', 'lettuce']",0,-4
21,3,take carrots,"['bananas', 'carrots']","['croissant', 'lettuce']",0,-4
21,3,take lettuce,"['bananas', 'carrots', 'lettuce']","['croissant', 'lettuce']",0,-4
21,3,take carrots,"['bananas', 'carrots', 'lettuce']","['croissant', 'lettuce']",2,-2
21,3,go to Dairy,"['bananas', 'carrots', 'lettuce']","['croissant', 'lettuce']",-2,-4
21,3,take yogurt,"['bananas', 'carrots', 'lettuce', 'yogurt']","['croissant', 'lettuce']",0,-4
21,3,go to Bakery,"['bananas', 'carrots', 'lettuce', 'yogurt']","['croissant', 'lettuce']",0,-4
21,3,take cake,"['bananas', 'carrots', 'lettuce', 'yogurt', 'cake']","['croissant', 'lettuce']",0,-4
21,3,take bagel,"['bananas', 'carrots', 'lettuce', 'yogurt', 'cake', 'bagel']","['croissant', 'lettuce']",0,-4
21,3,take bagel,"['bananas', 'carrots', 'lettuce', 'yogurt', 'cake', 'bagel']","['croissant', 'lettuce']",0,-4
21,3,go to Produce,"['bananas', 'carrots', 'lettuce', 'yogurt', 'cake', 'bagel']","['croissant', 'lettuce']",-4,-8
