Episodio,Epoch,Acción,CanastaActual,CanastaObjetivo,RecompensaObtenida,RecompensaAcumulada
13,2,go to Dairy,[],"['bagel', 'lettuce']",0,0
13,2,take cheese,['cheese'],"['bagel', 'lettuce']",-2,-2
13,2,take butter,"['cheese', 'butter']","['bagel', 'lettuce']",0,-2
13,2,go to Bakery,"['cheese', 'butter']","['bagel', 'lettuce']",0,-2
13,2,take bread,"['cheese', 'butter', 'bread']","['bagel', 'lettuce']",0,-2
13,2,take bread,"['cheese', 'butter', 'bread']","['bagel', 'lettuce']",0,-2
13,2,checkout,"['cheese', 'butter', 'bread']","['bagel', 'lettuce']",0,-2
13,2,go to Dairy,"['cheese', 'butter', 'bread']","['bagel', 'lettuce']",0,-2
13,2,go to Bakery,"['cheese', 'butter', 'bread']","['bagel', 'lettuce']",0,-2
13,2,go to Bakery,"['cheese', 'butter', 'bread']","['bagel', 'lettuce']",0,-2
13,2,go to Bakery,"['cheese', 'butter', 'bread']","['bagel', 'lettuce']",0,-2
13,2,go to Dairy,"['cheese', 'butter', 'bread']","['bagel', 'lettuce']",-4,-6
13,2,take butter,"['cheese', 'butter', 'bread']","['bagel', 'lettuce']",-4,-10
13,2,take yogurt,"['cheese', 'butter', 'bread', 'yogurt']","['bagel', 'lettuce']",0,-10
13,2,go to Bakery,"['cheese', 'butter', 'bread', 'yogurt']","['bagel', 'lettuce']",0,-10
14,2,go to Dairy,[],"['milk', 'cake']",0,0
14,2,go to Bakery,[],"['milk', 'cake']",-2,-2
14,2,go to Dairy,[],"['milk', 'cake']",0,-2
14,2,take cheese,['cheese'],"['milk', 'cake']",0,-2
14,2,take butter,"['cheese', 'butter']","['milk', 'cake']",2,0
14,2,take yogurt,"['cheese', 'butter', 'yogurt']","['milk', 'cake']",0,0
14,2,go to Produce,"['cheese', 'butter', 'yogurt']","['milk', 'cake']",0,0
14,2,take bananas,"['cheese', 'butter', 'yogurt', 'bananas']","['milk', 'cake']",2,2
14,2,take apples,"['cheese', 'butter', 'yogurt', 'bananas', 'apples']","['milk', 'cake']",0,2
14,2,take apples,"['cheese', 'butter', 'yogurt', 'bananas', 'apples']","['milk', 'cake']",0,2
14,2,take bananas,"['cheese', 'butter', 'yogurt', 'bananas', 'apples']","['milk', 'cake']",4,6
14,2,take carrots,"['cheese', 'butter', 'yogurt', 'bananas', 'apples', 'carrots']","['milk', 'cake']",2,8
14,2,go to Produce,"['cheese', 'butter', 'yogurt', 'bananas', 'apples', 'carrots']","['milk', 'cake']",0,8
14,2,take apples,"['cheese', 'butter', 'yogurt', 'bananas', 'apples', 'carrots']","['milk', 'cake']",-2,6
14,2,go to Dairy,"['cheese', 'butter', 'yogurt', 'bananas', 'apples', 'carrots']","['milk', 'cake']",0,6
15,2,checkout,[],"['bread', 'croissant']",0,0
15,2,go to Dairy,[],"['bread', 'croissant']",0,0
15,2,take milk,['milk'],"['bread', 'croissant']",0,0
15,2,take butter,"['milk', 'butter']","['bread', 'croissant']",0,0
15,2,take yogurt,"['milk', 'butter', 'yogurt']","['bread', 'croissant']",0,0
15,2,take milk,"['milk', 'butter', 'yogurt']","['bread', 'croissant']",0,0
15,2,take milk,"['milk', 'butter', 'yogurt']","['bread', 'croissant']",0,0
15,2,take milk,"['milk', 'butter', 'yogurt']","['bread', 'croissant']",0,0
15,2,checkout,"['milk', 'butter', 'yogurt']","['bread', 'croissant']",0,0
15,2,take butter,"['milk', 'butter', 'yogurt']","['bread', 'croissant']",0,0
15,2,checkout,"['milk', 'butter', 'yogurt']","['bread', 'croissant']",0,0
15,2,take cheese,"['milk', 'butter', 'yogurt', 'cheese']","['bread', 'croissant']",0,0
15,2,go to Bakery,"['milk', 'butter', 'yogurt', 'cheese']","['bread', 'croissant']",0,0
15,2,take bread,"['milk', 'butter', 'yogurt', 'cheese', 'bread']","['bread', 'croissant']",0,0
15,2,go to Bakery,"['milk', 'butter', 'yogurt', 'cheese', 'bread']","['bread', 'croissant']",0,0
16,2,go to Bakery,[],"['croissant', 'butter', 'milk']",0,0
16,2,go to Dairy,[],"['croissant', 'butter', 'milk']",-2,-2
16,2,go to Bakery,[],"['croissant', 'butter', 'milk']",0,-2
16,2,go to Dairy,[],"['croissant', 'butter', 'milk']",0,-2
16,2,take yogurt,['yogurt'],"['croissant', 'butter', 'milk']",0,-2
16,2,go to Produce,['yogurt'],"['croissant', 'butter', 'milk']",-4,-6
16,2,go to Bakery,['yogurt'],"['croissant', 'butter', 'milk']",0,-6
16,2,go to Produce,['yogurt'],"['croissant', 'butter', 'milk']",0,-6
16,2,checkout,['yogurt'],"['croissant', 'butter', 'milk']",0,-6
16,2,go to Produce,['yogurt'],"['croissant', 'butter', 'milk']",2,-4
16,2,take lettuce,"['yogurt', 'lettuce']","['croissant', 'butter', 'milk']",0,-4
16,2,take carrots,"['yogurt', 'lettuce', 'carrots']","['croissant', 'butter', 'milk']",0,-4
16,2,go to Bakery,"['yogurt', 'lettuce', 'carrots']","['croissant', 'butter', 'milk']",0,-4
16,2,go to Bakery,"['yogurt', 'lettuce', 'carrots']","['croissant', 'butter', 'milk']",0,-4
16,2,take bread,"['yogurt', 'lettuce', 'carrots', 'bread']","['croissant', 'butter', 'milk']",0,-4
17,2,go to Dairy,[],"['cheese', 'apples', 'lettuce']",-4,-4
17,2,take cheese,['cheese'],"['cheese', 'apples', 'lettuce']",0,-4
17,2,take butter,"['cheese', 'butter']","['cheese', 'apples', 'lettuce']",2,-2
17,2,go to Dairy,"['cheese', 'butter']","['cheese', 'apples', 'lettuce']",0,-2
17,2,go to Dairy,"['cheese', 'butter']","['cheese', 'apples', 'lettuce']",0,-2
17,2,go to Bakery,"['cheese', 'butter']","['cheese', 'apples', 'lettuce']",0,-2
17,2,checkout,"['cheese', 'butter']","['cheese', 'apples', 'lettuce']",0,-2
17,2,checkout,"['cheese', 'butter']","['cheese', 'apples', 'lettuce']",0,-2
17,2,go to Dairy,"['cheese', 'butter']","['cheese', 'apples', 'lettuce']",0,-2
17,2,go to Bakery,"['cheese', 'butter']","['cheese', 'apples', 'lettuce']",0,-2
17,2,take cake,"['cheese', 'butter', 'cake']","['cheese', 'apples', 'lettuce']",0,-2
17,2,checkout,"['cheese', 'butter', 'cake']","['cheese', 'apples', 'lettuce']",0,-2
17,2,checkout,"['cheese', 'butter', 'cake']","['cheese', 'apples', 'lettuce']",0,-2
17,2,take cake,"['cheese', 'butter', 'cake']","['cheese', 'apples', 'lettuce']",0,-2
17,2,go to Bakery,"['cheese', 'butter', 'cake']","['cheese', 'apples', 'lettuce']",0,-2
18,2,checkout,[],"['lettuce', 'apples', 'bagel']",0,0
18,2,checkout,[],"['lettuce', 'apples', 'bagel']",0,0
18,2,go to Produce,[],"['lettuce', 'apples', 'bagel']",0,0
18,2,take bananas,['bananas'],"['lettuce', 'apples', 'bagel']",0,0
18,2,take apples,"['bananas', 'apples']","['lettuce', 'apples', 'bagel']",0,0
18,2,take lettuce,"['bananas', 'apples', 'lettuce']","['lettuce', 'apples', 'bagel']",0,0
18,2,go to Bakery,"['bananas', 'apples', 'lettuce']","['lettuce', 'apples', 'bagel']",0,0
18,2,go to Dairy,"['bananas', 'apples', 'lettuce']","['lettuce', 'apples', 'bagel']",0,0
18,2,go to Dairy,"['bananas', 'apples', 'lettuce']","['lettuce', 'apples', 'bagel']",0,0
18,2,take milk,"['bananas', 'apples', 'lettuce', 'milk']","['lettuce', 'apples', 'bagel']",0,0
18,2,take butter,"['bananas', 'apples', 'lettuce', 'milk', 'butter']","['lettuce', 'apples', 'bagel']",0,0
18,2,take cheese,"['bananas', 'apples', 'lettuce', 'milk', 'butter', 'cheese']","['lettuce', 'apples', 'bagel']",0,0
18,2,take cheese,"['bananas', 'apples', 'lettuce', 'milk', 'butter', 'cheese']","['lettuce', 'apples', 'bagel']",0,0
18,2,take butter,"['bananas', 'apples', 'lettuce', 'milk', 'butter', 'cheese']","['lettuce', 'apples', 'bagel']",2,2
18,2,go to Produce,"['bananas', 'apples', 'lettuce', 'milk', 'butter', 'cheese']","['lettuce', 'apples', 'bagel']",0,2
19,2,go to Produce,[],"['lettuce', 'yogurt', 'bananas']",0,0
19,2,take apples,['apples'],"['lettuce', 'yogurt', 'bananas']",4,4
19,2,go to Dairy,['apples'],"['lettuce', 'yogurt', 'bananas']",0,4
19,2,take yogurt,"['apples', 'yogurt']","['lettuce', 'yogurt', 'bananas']",0,4
19,2,take milk,"['apples', 'yogurt', 'milk']","['lettuce', 'yogurt', 'bananas']",0,4
19,2,go to Dairy,"['apples', 'yogurt', 'milk']","['lettuce', 'yogurt', 'bananas']",0,4
19,2,go to Dairy,"['apples', 'yogurt', 'milk']","['lettuce', 'yogurt', 'bananas']",0,4
19,2,take butter,"['apples', 'yogurt', 'milk', 'butter']","['lettuce', 'yogurt', 'bananas']",4,8
19,2,take yogurt,"['apples', 'yogurt', 'milk', 'butter']","['lettuce', 'yogurt', 'bananas']",0,8
19,2,go to Bakery,"['apples', 'yogurt', 'milk', 'butter']","['lettuce', 'yogurt', 'bananas']",-4,4
19,2,take bread,"['apples', 'yogurt', 'milk', 'butter', 'bread']","['lettuce', 'yogurt', 'bananas']",0,4
19,2,take cake,"['apples', 'yogurt', 'milk', 'butter', 'bread', 'cake']","['lettuce', 'yogurt', 'bananas']",0,4
19,2,go to Bakery,"['apples', 'yogurt', 'milk', 'butter', 'bread', 'cake']","['lettuce', 'yogurt', 'bananas']",0,4
19,2,take cake,"['apples', 'yogurt', 'milk', 'butter', 'bread', 'cake']","['lettuce', 'yogurt', 'bananas']",0,4
19,2,take bread,"['apples', 'yogurt', 'milk', 'butter', 'bread', 'cake']","['lettuce', 'yogurt', 'bananas']",0,4
20,2,go to Bakery,[],"['bananas', 'yogurt', 'cheese']",0,0
20,2,go to Produce,[],"['bananas', 'yogurt', 'cheese']",0,0
20,2,checkout,[],"['bananas', 'yogurt', 'cheese']",0,0
20,2,take apples,['apples'],"['bananas', 'yogurt', 'cheese']",0,0
20,2,go to Dairy,['apples'],"['bananas', 'yogurt', 'cheese']",-2,-2
20,2,go to Dairy,['apples'],"['bananas', 'yogurt', 'cheese']",0,-2
20,2,take yogurt,"['apples', 'yogurt']","['bananas', 'yogurt', 'cheese']",0,-2
20,2,checkout,"['apples', 'yogurt']","['bananas', 'yogurt', 'cheese']",0,-2
20,2,take milk,"['apples', 'yogurt', 'milk']","['bananas', 'yogurt', 'cheese']",4,2
20,2,take milk,"['apples', 'yogurt', 'milk']","['bananas', 'yogurt', 'cheese']",0,2
20,2,go to Bakery,"['apples', 'yogurt', 'milk']","['bananas', 'yogurt', 'cheese']",2,4
20,2,take bagel,"['apples', 'yogurt', 'milk', 'bagel']","['bananas', 'yogurt', 'cheese']",0,4
20,2,checkout,"['apples', 'yogurt', 'milk', 'bagel']","['bananas', 'yogurt', 'cheese']",4,8
20,2,take croissant,"['apples', 'yogurt', 'milk', 'bagel', 'croissant']","['bananas', 'yogurt', 'cheese']",0,8
20,2,take cake,"['apples', 'yogurt', 'milk', 'bagel', 'croissant', 'cake']","['bananas', 'yogurt', 'cheese']",0,8
21,3,go to Produce,[],"['carrots', 'apples']",0,0
21,3,take bananas,['bananas'],"['carrots', 'apples']",0,0
21,3,go to Dairy,['bananas'],"['carrots', 'apples']",0,0
21,3,go to Produce,['bananas'],"['carrots', 'apples']",0,0
21,3,go to Dairy,['bananas'],"['carrots', 'apples']",-2,-2
21,3,take cheese,"['bananas', 'cheese']","['carrots', 'apples']",0,-2
21,3,take milk,"['bananas', 'cheese', 'milk']","['carrots', 'apples']",0,-2
