Episodio,Epoch,Recompensa,Epsilon
95,5,10,0.9801495006250001
96,5,-1,0.9801495006250001
97,5,20,0.9801495006250001
98,5,39,0.9801495006250001
99,5,16,0.9801495006250001
100,5,8,0.9801495006250001
101,6,-12,0.9752487531218751
102,6,17,0.9752487531218751
103,6,9,0.9752487531218751
104,6,38,0.9752487531218751
105,6,36,0.9752487531218751
106,6,-22,0.9752487531218751
107,6,29,0.9752487531218751
108,6,20,0.9752487531218751
109,6,10,0.9752487531218751
110,6,30,0.9752487531218751
111,6,40,0.9752487531218751
112,6,50,0.9752487531218751
113,6,10,0.9752487531218751
114,6,0,0.9752487531218751
115,6,7,0.9752487531218751
116,6,20,0.9752487531218751
117,6,8,0.9752487531218751
118,6,17,0.9752487531218751
119,6,30,0.9752487531218751
120,6,19,0.9752487531218751
121,7,29,0.9703725093562657
122,7,0,0.9703725093562657
123,7,-10,0.9703725093562657
124,7,37,0.9703725093562657
125,7,39,0.9703725093562657
126,7,27,0.9703725093562657
127,7,18,0.9703725093562657
128,7,-1,0.9703725093562657
129,7,10,0.9703725093562657
130,7,0,0.9703725093562657
131,7,6,0.9703725093562657
132,7,39,0.9703725093562657
133,7,18,0.9703725093562657
134,7,30,0.9703725093562657
135,7,19,0.9703725093562657
136,7,-11,0.9703725093562657
137,7,7,0.9703725093562657
138,7,19,0.9703725093562657
139,7,30,0.9703725093562657
140,7,-10,0.9703725093562657
141,8,27,0.9655206468094844
142,8,17,0.9655206468094844
143,8,38,0.9655206468094844
144,8,9,0.9655206468094844
145,8,9,0.9655206468094844
146,8,20,0.9655206468094844
147,8,-1,0.9655206468094844
148,8,19,0.9655206468094844
149,8,19,0.9655206468094844
150,8,28,0.9655206468094844
151,8,8,0.9655206468094844
152,8,-11,0.9655206468094844
153,8,39,0.9655206468094844
154,8,39,0.9655206468094844
155,8,8,0.9655206468094844
156,8,9,0.9655206468094844
157,8,17,0.9655206468094844
158,8,48,0.9655206468094844
159,8,19,0.9655206468094844
160,8,0,0.9655206468094844
161,9,30,0.960693043575437
162,9,10,0.960693043575437
163,9,30,0.960693043575437
164,9,30,0.960693043575437
165,9,18,0.960693043575437
166,9,10,0.960693043575437
167,9,38,0.960693043575437
168,9,20,0.960693043575437
169,9,9,0.960693043575437
170,9,8,0.960693043575437
171,9,9,0.960693043575437
172,9,30,0.960693043575437
173,9,30,0.960693043575437
174,9,-1,0.960693043575437
175,9,17,0.960693043575437
176,9,19,0.960693043575437
177,9,10,0.960693043575437
178,9,-11,0.960693043575437
179,9,7,0.960693043575437
180,9,0,0.960693043575437
181,10,0,0.9558895783575597
182,10,38,0.9558895783575597
183,10,-2,0.9558895783575597
184,10,0,0.9558895783575597
185,10,19,0.9558895783575597
186,10,47,0.9558895783575597
187,10,18,0.9558895783575597
188,10,-11,0.9558895783575597
189,10,-30,0.9558895783575597
190,10,39,0.9558895783575597
191,10,9,0.9558895783575597
192,10,59,0.9558895783575597
193,10,19,0.9558895783575597
194,10,10,0.9558895783575597
195,10,10,0.9558895783575597
196,10,48,0.9558895783575597
197,10,30,0.9558895783575597
198,10,20,0.9558895783575597
199,10,30,0.9558895783575597
200,10,20,0.9558895783575597
201,11,17,0.9511101304657719
202,11,0,0.9511101304657719
203,11,-11,0.9511101304657719
204,11,40,0.9511101304657719
205,11,48,0.9511101304657719
206,11,-1,0.9511101304657719
207,11,19,0.9511101304657719
208,11,-20,0.9511101304657719
209,11,29,0.9511101304657719
210,11,49,0.9511101304657719
211,11,48,0.9511101304657719
212,11,39,0.9511101304657719
213,11,10,0.9511101304657719
214,11,17,0.9511101304657719
215,11,30,0.9511101304657719
216,11,19,0.9511101304657719
217,11,18,0.9511101304657719
218,11,35,0.9511101304657719
219,11,-10,0.9511101304657719
220,11,6,0.9511101304657719
221,12,19,0.946354579813443
222,12,17,0.946354579813443
223,12,29,0.946354579813443
224,12,48,0.946354579813443
225,12,9,0.946354579813443
226,12,20,0.946354579813443
227,12,20,0.946354579813443
228,12,10,0.946354579813443
229,12,19,0.946354579813443
230,12,29,0.946354579813443
231,12,47,0.946354579813443
232,12,28,0.946354579813443
233,12,20,0.946354579813443
234,12,20,0.946354579813443
235,12,30,0.946354579813443
236,12,20,0.946354579813443
237,12,28,0.946354579813443
238,12,18,0.946354579813443
239,12,39,0.946354579813443
240,12,40,0.946354579813443
241,13,9,0.9416228069143757
242,13,48,0.9416228069143757
243,13,40,0.9416228069143757
244,13,58,0.9416228069143757
245,13,30,0.9416228069143757
246,13,37,0.9416228069143757
247,13,20,0.9416228069143757
248,13,30,0.9416228069143757
249,13,29,0.9416228069143757
250,13,29,0.9416228069143757
251,13,-10,0.9416228069143757
252,13,20,0.9416228069143757
253,13,28,0.9416228069143757
254,13,14,0.9416228069143757
255,13,16,0.9416228069143757
256,13,20,0.9416228069143757
257,13,10,0.9416228069143757
258,13,39,0.9416228069143757
259,13,39,0.9416228069143757
260,13,30,0.9416228069143757
261,14,7,0.9369146928798039
262,14,10,0.9369146928798039
263,14,40,0.9369146928798039
264,14,50,0.9369146928798039
265,14,19,0.9369146928798039
266,14,10,0.9369146928798039
267,14,29,0.9369146928798039
268,14,-11,0.9369146928798039
269,14,-1,0.9369146928798039
270,14,28,0.9369146928798039
271,14,39,0.9369146928798039
272,14,35,0.9369146928798039
273,14,-32,0.9369146928798039
274,14,28,0.9369146928798039
275,14,29,0.9369146928798039
276,14,20,0.9369146928798039
277,14,48,0.9369146928798039
278,14,8,0.9369146928798039
279,14,28,0.9369146928798039
280,14,-1,0.9369146928798039
281,15,-2,0.9322301194154049
282,15,18,0.9322301194154049
283,15,0,0.9322301194154049
284,15,27,0.9322301194154049
285,15,-1,0.9322301194154049
286,15,30,0.9322301194154049
287,15,10,0.9322301194154049
288,15,9,0.9322301194154049
289,15,37,0.9322301194154049
290,15,40,0.9322301194154049
291,15,17,0.9322301194154049
292,15,29,0.9322301194154049
293,15,40,0.9322301194154049
294,15,50,0.9322301194154049
295,15,6,0.9322301194154049
296,15,10,0.9322301194154049
297,15,30,0.9322301194154049
298,15,17,0.9322301194154049
299,15,28,0.9322301194154049
300,15,9,0.9322301194154049
301,16,9,0.9275689688183278
302,16,-20,0.9275689688183278
303,16,20,0.9275689688183278
304,16,20,0.9275689688183278
305,16,48,0.9275689688183278
306,16,8,0.9275689688183278
307,16,29,0.9275689688183278
308,16,19,0.9275689688183278
309,16,9,0.9275689688183278
310,16,-1,0.9275689688183278
311,16,-10,0.9275689688183278
312,16,37,0.9275689688183278
313,16,50,0.9275689688183278
314,16,50,0.9275689688183278
315,16,8,0.9275689688183278
316,16,50,0.9275689688183278
317,16,28,0.9275689688183278
318,16,9,0.9275689688183278
319,16,39,0.9275689688183278
320,16,-11,0.9275689688183278
321,17,-11,0.9229311239742362
322,17,29,0.9229311239742362
323,17,29,0.9229311239742362
324,17,39,0.9229311239742362
325,17,-11,0.9229311239742362
326,17,29,0.9229311239742362
327,17,8,0.9229311239742362
328,17,10,0.9229311239742362
329,17,29,0.9229311239742362
330,17,20,0.9229311239742362
331,17,37,0.9229311239742362
332,17,10,0.9229311239742362
333,17,17,0.9229311239742362
334,17,-12,0.9229311239742362
335,17,8,0.9229311239742362
336,17,29,0.9229311239742362
337,17,-11,0.9229311239742362
338,17,10,0.9229311239742362
339,17,18,0.9229311239742362
340,17,27,0.9229311239742362
341,18,-1,0.918316468354365
342,18,28,0.918316468354365
343,18,29,0.918316468354365
344,18,17,0.918316468354365
345,18,50,0.918316468354365
346,18,28,0.918316468354365
347,18,-1,0.918316468354365
348,18,19,0.918316468354365
349,18,37,0.918316468354365
350,18,59,0.918316468354365
351,18,39,0.918316468354365
352,18,9,0.918316468354365
353,18,38,0.918316468354365
354,18,29,0.918316468354365
355,18,28,0.918316468354365
356,18,28,0.918316468354365
357,18,-2,0.918316468354365
358,18,40,0.918316468354365
359,18,19,0.918316468354365
360,18,50,0.918316468354365
361,19,-50,0.9137248860125932
362,19,38,0.9137248860125932
363,19,38,0.9137248860125932
364,19,10,0.9137248860125932
365,19,18,0.9137248860125932
366,19,29,0.9137248860125932
367,19,37,0.9137248860125932
368,19,-70,0.9137248860125932
369,19,49,0.9137248860125932
370,19,20,0.9137248860125932
371,19,10,0.9137248860125932
372,19,-11,0.9137248860125932
373,19,30,0.9137248860125932
374,19,-1,0.9137248860125932
375,19,-2,0.9137248860125932
376,19,19,0.9137248860125932
377,19,30,0.9137248860125932
378,19,8,0.9137248860125932
379,19,-1,0.9137248860125932
380,19,18,0.9137248860125932
381,20,26,0.9091562615825302
382,20,40,0.9091562615825302
383,20,29,0.9091562615825302
384,20,-1,0.9091562615825302
385,20,18,0.9091562615825302
386,20,10,0.9091562615825302
387,20,30,0.9091562615825302
388,20,49,0.9091562615825302
389,20,39,0.9091562615825302
390,20,29,0.9091562615825302
391,20,20,0.9091562615825302
392,20,6,0.9091562615825302
393,20,48,0.9091562615825302
394,20,-1,0.9091562615825302
395,20,40,0.9091562615825302
396,20,50,0.9091562615825302
397,20,-2,0.9091562615825302
398,20,-2,0.9091562615825302
399,20,60,0.9091562615825302
400,20,17,0.9091562615825302
