Epoch,Episodio,Estado,Accion,EstadoSig,Reward,RewardAcum,Done
1,8,13,0,12,0,0.0,True
1,9,0,0,0,0,0.0,False
1,9,0,0,0,0,0.0,False
1,9,0,1,4,0,0.0,False
1,9,4,1,8,0,0.0,False
1,9,8,2,9,0,0.0,False
1,9,9,2,10,0,0.0,False
1,9,10,3,6,0,0.0,False
1,9,6,1,10,0,0.0,False
1,9,10,0,9,0,0.0,False
1,9,9,0,8,0,0.0,False
1,9,8,1,12,0,0.0,True
1,10,0,2,1,0,0.0,False
1,10,1,2,2,0,0.0,False
1,10,2,3,2,0,0.0,False
1,10,2,1,6,0,0.0,False
1,10,6,2,7,0,0.0,True
1,11,0,1,4,0,0.0,False
1,11,4,0,4,0,0.0,False
1,11,4,3,0,0,0.0,False
1,11,0,3,0,0,0.0,False
1,11,0,0,0,0,0.0,False
1,11,0,1,4,0,0.0,False
1,11,4,2,5,0,0.0,True
1,12,0,0,0,0,0.0,False
1,12,0,2,1,0,0.0,False
1,12,1,2,2,0,0.0,False
1,12,2,2,3,0,0.0,False
1,12,3,3,3,0,0.0,False
1,12,3,3,3,0,0.0,False
1,12,3,3,3,0,0.0,False
1,12,3,0,2,0,0.0,False
1,12,2,2,3,0,0.0,False
1,12,3,3,3,0,0.0,False
1,12,3,2,3,0,0.0,False
1,12,3,0,2,0,0.0,False
1,12,2,0,1,0,0.0,False
1,12,1,1,5,0,0.0,True
1,13,0,0,0,0,0.0,False
1,13,0,1,4,0,0.0,False
1,13,4,3,0,0,0.0,False
1,13,0,0,0,0,0.0,False
1,13,0,3,0,0,0.0,False
1,13,0,0,0,0,0.0,False
1,13,0,2,1,0,0.0,False
1,13,1,1,5,0,0.0,True
1,14,0,2,1,0,0.0,False
1,14,1,2,2,0,0.0,False
1,14,2,1,6,0,0.0,False
1,14,6,1,10,0,0.0,False
1,14,10,0,9,0,0.0,False
1,14,9,0,8,0,0.0,False
1,14,8,2,9,0,0.0,False
1,14,9,1,13,0,0.0,False
1,14,13,2,14,0,0.0,False
1,14,14,0,13,0,0.0,False
1,14,13,1,13,0,0.0,False
1,14,13,1,13,0,0.0,False
1,14,13,3,9,0,0.0,False
1,14,9,3,5,0,0.0,True
1,15,0,2,1,0,0.0,False
1,15,1,2,2,0,0.0,False
1,15,2,0,1,0,0.0,False
1,15,1,3,1,0,0.0,False
1,15,1,0,0,0,0.0,False
1,15,0,0,0,0,0.0,False
1,15,0,3,0,0,0.0,False
1,15,0,3,0,0,0.0,False
1,15,0,1,4,0,0.0,False
1,15,4,0,4,0,0.0,False
1,15,4,2,5,0,0.0,True
1,16,0,1,4,0,0.0,False
1,16,4,0,4,0,0.0,False
1,16,4,0,4,0,0.0,False
1,16,4,0,4,0,0.0,False
1,16,4,3,0,0,0.0,False
1,16,0,3,0,0,0.0,False
1,16,0,1,4,0,0.0,False
1,16,4,3,0,0,0.0,False
1,16,0,3,0,0,0.0,False
1,16,0,3,0,0,0.0,False
1,16,0,2,1,0,0.0,False
1,16,1,2,2,0,0.0,False
1,16,2,3,2,0,0.0,False
1,16,2,1,6,0,0.0,False
1,16,6,1,10,0,0.0,False
1,16,10,1,14,0,0.0,False
1,16,14,3,10,0,0.0,False
1,16,10,3,6,0,0.0,False
1,16,6,3,2,0,0.0,False
1,16,2,2,3,0,0.0,False
1,16,3,3,3,0,0.0,False
1,16,3,3,3,0,0.0,False
1,16,3,2,3,0,0.0,False
1,16,3,2,3,0,0.0,False
1,16,3,0,2,0,0.0,False
1,16,2,3,2,0,0.0,False
1,16,2,3,2,0,0.0,False
1,16,2,3,2,0,0.0,False
1,16,2,3,2,0,0.0,False
1,16,2,2,3,0,0.0,False
1,16,3,1,7,0,0.0,True
1,17,0,1,4,0,0.0,False
1,17,4,2,5,0,0.0,True
1,18,0,1,4,0,0.0,False
1,18,4,3,0,0,0.0,False
1,18,0,3,0,0,0.0,False
1,18,0,3,0,0,0.0,False
1,18,0,2,1,0,0.0,False
1,18,1,1,5,0,0.0,True
1,19,0,2,1,0,0.0,False
1,19,1,3,1,0,0.0,False
1,19,1,1,5,0,0.0,True
1,20,0,1,4,0,0.0,False
1,20,4,2,5,0,0.0,True
1,21,0,0,0,0,0.0,False
1,21,0,0,0,0,0.0,False
1,21,0,2,1,0,0.0,False
1,21,1,2,2,0,0.0,False
1,21,2,2,3,0,0.0,False
1,21,3,0,2,0,0.0,False
1,21,2,1,6,0,0.0,False
1,21,6,1,10,0,0.0,False
1,21,10,1,14,0,0.0,False
1,21,14,3,10,0,0.0,False
1,21,10,1,14,0,0.0,False
1,21,14,1,14,0,0.0,False
1,21,14,0,13,0,0.0,False
1,21,13,2,14,0,0.0,False
1,21,14,1,14,0,0.0,False
1,21,14,1,14,0,0.0,False
1,21,14,1,14,0,0.0,False
1,21,14,2,15,1,1.0,True
1,22,0,1,4,0,0.0,False
1,22,4,0,4,0,0.0,False
1,22,4,1,8,0,0.0,False
1,22,8,1,12,0,0.0,True
1,23,0,0,0,0,0.0,False
1,23,0,1,4,0,0.0,False
1,23,4,1,8,0,0.0,False
1,23,8,3,4,0,0.0,False
1,23,4,3,0,0,0.0,False
1,23,0,3,0,0,0.0,False
1,23,0,3,0,0,0.0,False
1,23,0,3,0,0,0.0,False
1,23,0,2,1,0,0.0,False
1,23,1,2,2,0,0.0,False
1,23,2,1,6,0,0.0,False
1,23,6,0,5,0,0.0,True
1,24,0,3,0,0,0.0,False
1,24,0,2,1,0,0.0,False
1,24,1,2,2,0,0.0,False
1,24,2,0,1,0,0.0,False
1,24,1,0,0,0,0.0,False
1,24,0,0,0,0,0.0,False
1,24,0,1,4,0,0.0,False
1,24,4,1,8,0,0.0,False
1,24,8,0,8,0,0.0,False
1,24,8,1,12,0,0.0,True
1,25,0,1,4,0,0.0,False
1,25,4,1,8,0,0.0,False
1,25,8,3,4,0,0.0,False
1,25,4,2,5,0,0.0,True
1,26,0,0,0,0,0.0,False
1,26,0,3,0,0,0.0,False
1,26,0,3,0,0,0.0,False
1,26,0,1,4,0,0.0,False
1,26,4,0,4,0,0.0,False
1,26,4,3,0,0,0.0,False
1,26,0,1,4,0,0.0,False
1,26,4,2,5,0,0.0,True
1,27,0,2,1,0,0.0,False
1,27,1,1,5,0,0.0,True
1,28,0,3,0,0,0.0,False
1,28,0,3,0,0,0.0,False
1,28,0,1,4,0,0.0,False
1,28,4,2,5,0,0.0,True
1,29,0,0,0,0,0.0,False
1,29,0,3,0,0,0.0,False
1,29,0,2,1,0,0.0,False
1,29,1,1,5,0,0.0,True
1,30,0,0,0,0,0.0,False
1,30,0,3,0,0,0.0,False
1,30,0,0,0,0,0.0,False
1,30,0,0,0,0,0.0,False
1,30,0,0,0,0,0.0,False
1,30,0,3,0,0,0.0,False
1,30,0,2,1,0,0.0,False
1,30,1,3,1,0,0.0,False
1,30,1,0,0,0,0.0,False
1,30,0,0,0,0,0.0,False
1,30,0,1,4,0,0.0,False
1,30,4,3,0,0,0.0,False
1,30,0,1,4,0,0.0,False
1,30,4,0,4,0,0.0,False
1,30,4,2,5,0,0.0,True
1,31,0,2,1,0,0.0,False
1,31,1,3,1,0,0.0,False
1,31,1,3,1,0,0.0,False
1,31,1,2,2,0,0.0,False
1,31,2,3,2,0,0.0,False
1,31,2,3,2,0,0.0,False
1,31,2,1,6,0,0.0,False
1,31,6,0,5,0,0.0,True
1,32,0,1,4,0,0.0,False
1,32,4,3,0,0,0.0,False
1,32,0,0,0,0,0.0,False
1,32,0,0,0,0,0.0,False
1,32,0,1,4,0,0.0,False
1,32,4,2,5,0,0.0,True
1,33,0,0,0,0,0.0,False
1,33,0,2,1,0,0.0,False
1,33,1,0,0,0,0.0,False
1,33,0,3,0,0,0.0,False
1,33,0,0,0,0,0.0,False
1,33,0,1,4,0,0.0,False
1,33,4,0,4,0,0.0,False
1,33,4,0,4,0,0.0,False
1,33,4,3,0,0,0.0,False
1,33,0,1,4,0,0.0,False
1,33,4,2,5,0,0.0,True
1,34,0,0,0,0,0.0,False
1,34,0,2,1,0,0.0,False
1,34,1,3,1,0,0.0,False
1,34,1,1,5,0,0.0,True
1,35,0,2,1,0,0.0,False
1,35,1,3,1,0,0.0,False
1,35,1,0,0,0,0.0,False
1,35,0,2,1,0,0.0,False
1,35,1,3,1,0,0.0,False
1,35,1,2,2,0,0.0,False
1,35,2,0,1,0,0.0,False
1,35,1,1,5,0,0.0,True
1,36,0,1,4,0,0.0,False
1,36,4,3,0,0,0.0,False
1,36,0,0,0,0,0.0,False
1,36,0,3,0,0,0.0,False
1,36,0,3,0,0,0.0,False
1,36,0,0,0,0,0.0,False
1,36,0,0,0,0,0.0,False
1,36,0,3,0,0,0.0,False
1,36,0,2,1,0,0.0,False
1,36,1,0,0,0,0.0,False
1,36,0,3,0,0,0.0,False
1,36,0,2,1,0,0.0,False
1,36,1,1,5,0,0.0,True
1,37,0,0,0,0,0.0,False
1,37,0,0,0,0,0.0,False
1,37,0,1,4,0,0.0,False
1,37,4,3,0,0,0.0,False
1,37,0,1,4,0,0.0,False
1,37,4,2,5,0,0.0,True
1,38,0,1,4,0,0.0,False
1,38,4,1,8,0,0.0,False
1,38,8,2,9,0,0.0,False
1,38,9,0,8,0,0.0,False
1,38,8,1,12,0,0.0,True
1,39,0,2,1,0,0.0,False
1,39,1,2,2,0,0.0,False
1,39,2,2,3,0,0.0,False
1,39,3,2,3,0,0.0,False
1,39,3,1,7,0,0.0,True
1,40,0,2,1,0,0.0,False
1,40,1,2,2,0,0.0,False
1,40,2,2,3,0,0.0,False
1,40,3,2,3,0,0.0,False
1,40,3,2,3,0,0.0,False
1,40,3,2,3,0,0.0,False
1,40,3,1,7,0,0.0,True
1,41,0,2,1,0,0.0,False
1,41,1,2,2,0,0.0,False
1,41,2,3,2,0,0.0,False
1,41,2,0,1,0,0.0,False
1,41,1,3,1,0,0.0,False
1,41,1,1,5,0,0.0,True
1,42,0,0,0,0,0.0,False
1,42,0,1,4,0,0.0,False
1,42,4,0,4,0,0.0,False
1,42,4,1,8,0,0.0,False
1,42,8,3,4,0,0.0,False
1,42,4,1,8,0,0.0,False
1,42,8,1,12,0,0.0,True
1,43,0,1,4,0,0.0,False
1,43,4,1,8,0,0.0,False
1,43,8,3,4,0,0.0,False
1,43,4,3,0,0,0.0,False
1,43,0,3,0,0,0.0,False
1,43,0,3,0,0,0.0,False
1,43,0,3,0,0,0.0,False
1,43,0,2,1,0,0.0,False
1,43,1,0,0,0,0.0,False
1,43,0,1,4,0,0.0,False
1,43,4,2,5,0,0.0,True
1,44,0,1,4,0,0.0,False
1,44,4,3,0,0,0.0,False
1,44,0,1,4,0,0.0,False
1,44,4,1,8,0,0.0,False
1,44,8,1,12,0,0.0,True
1,45,0,3,0,0,0.0,False
1,45,0,0,0,0,0.0,False
1,45,0,1,4,0,0.0,False
1,45,4,0,4,0,0.0,False
1,45,4,0,4,0,0.0,False
1,45,4,3,0,0,0.0,False
1,45,0,2,1,0,0.0,False
1,45,1,1,5,0,0.0,True
1,46,0,1,4,0,0.0,False
1,46,4,2,5,0,0.0,True
1,47,0,1,4,0,0.0,False
1,47,4,0,4,0,0.0,False
1,47,4,1,8,0,0.0,False
1,47,8,0,8,0,0.0,False
1,47,8,3,4,0,0.0,False
1,47,4,0,4,0,0.0,False
1,47,4,0,4,0,0.0,False
1,47,4,1,8,0,0.0,False
1,47,8,3,4,0,0.0,False
1,47,4,0,4,0,0.0,False
1,47,4,1,8,0,0.0,False
1,47,8,0,8,0,0.0,False
1,47,8,3,4,0,0.0,False
1,47,4,3,0,0,0.0,False
1,47,0,2,1,0,0.0,False
1,47,1,2,2,0,0.0,False
1,47,2,1,6,0,0.0,False
1,47,6,2,7,0,0.0,True
1,48,0,2,1,0,0.0,False
1,48,1,3,1,0,0.0,False
1,48,1,0,0,0,0.0,False
1,48,0,1,4,0,0.0,False
1,48,4,2,5,0,0.0,True
1,49,0,0,0,0,0.0,False
1,49,0,1,4,0,0.0,False
1,49,4,0,4,0,0.0,False
1,49,4,1,8,0,0.0,False
1,49,8,1,12,0,0.0,True
1,50,0,2,1,0,0.0,False
1,50,1,1,5,0,0.0,True
1,51,0,0,0,0,0.0,False
1,51,0,3,0,0,0.0,False
1,51,0,0,0,0,0.0,False
1,51,0,0,0,0,0.0,False
1,51,0,2,1,0,0.0,False
1,51,1,3,1,0,0.0,False
1,51,1,0,0,0,0.0,False
1,51,0,0,0,0,0.0,False
1,51,0,2,1,0,0.0,False
1,51,1,2,2,0,0.0,False
1,51,2,3,2,0,0.0,False
1,51,2,3,2,0,0.0,False
1,51,2,2,3,0,0.0,False
1,51,3,2,3,0,0.0,False
1,51,3,1,7,0,0.0,True
1,52,0,3,0,0,0.0,False
1,52,0,0,0,0,0.0,False
1,52,0,2,1,0,0.0,False
1,52,1,2,2,0,0.0,False
1,52,2,3,2,0,0.0,False
1,52,2,3,2,0,0.0,False
1,52,2,0,1,0,0.0,False
1,52,1,1,5,0,0.0,True
1,53,0,0,0,0,0.0,False
1,53,0,0,0,0,0.0,False
1,53,0,0,0,0,0.0,False
1,53,0,0,0,0,0.0,False
1,53,0,3,0,0,0.0,False
1,53,0,1,4,0,0.0,False
1,53,4,2,5,0,0.0,True
1,54,0,1,4,0,0.0,False
1,54,4,3,0,0,0.0,False
1,54,0,1,4,0,0.0,False
1,54,4,3,0,0,0.0,False
1,54,0,2,1,0,0.0,False
1,54,1,2,2,0,0.0,False
1,54,2,2,3,0,0.0,False
1,54,3,3,3,0,0.0,False
1,54,3,1,7,0,0.0,True
1,55,0,3,0,0,0.0,False
1,55,0,1,4,0,0.0,False
1,55,4,0,4,0,0.0,False
1,55,4,1,8,0,0.0,False
1,55,8,3,4,0,0.0,False
1,55,4,1,8,0,0.0,False
1,55,8,0,8,0,0.0,False
1,55,8,0,8,0,0.0,False
1,55,8,1,12,0,0.0,True
1,56,0,1,4,0,0.0,False
1,56,4,1,8,0,0.0,False
1,56,8,1,12,0,0.0,True
1,57,0,1,4,0,0.0,False
1,57,4,1,8,0,0.0,False
1,57,8,1,12,0,0.0,True
1,58,0,2,1,0,0.0,False
1,58,1,0,0,0,0.0,False
1,58,0,2,1,0,0.0,False
1,58,1,1,5,0,0.0,True
1,59,0,2,1,0,0.0,False
1,59,1,1,5,0,0.0,True
1,60,0,0,0,0,0.0,False
1,60,0,2,1,0,0.0,False
1,60,1,3,1,0,0.0,False
1,60,1,1,5,0,0.0,True
1,61,0,1,4,0,0.0,False
1,61,4,3,0,0,0.0,False
1,61,0,2,1,0,0.0,False
1,61,1,1,5,0,0.0,True
1,62,0,0,0,0,0.0,False
1,62,0,2,1,0,0.0,False
1,62,1,3,1,0,0.0,False
1,62,1,3,1,0,0.0,False
1,62,1,0,0,0,0.0,False
1,62,0,2,1,0,0.0,False
1,62,1,2,2,0,0.0,False
1,62,2,1,6,0,0.0,False
1,62,6,2,7,0,0.0,True
1,63,0,1,4,0,0.0,False
1,63,4,1,8,0,0.0,False
1,63,8,1,12,0,0.0,True
1,64,0,1,4,0,0.0,False
1,64,4,3,0,0,0.0,False
1,64,0,2,1,0,0.0,False
1,64,1,3,1,0,0.0,False
1,64,1,0,0,0,0.0,False
1,64,0,2,1,0,0.0,False
1,64,1,3,1,0,0.0,False
1,64,1,0,0,0,0.0,False
1,64,0,0,0,0,0.0,False
1,64,0,2,1,0,0.0,False
1,64,1,2,2,0,0.0,False
1,64,2,3,2,0,0.0,False
1,64,2,3,2,0,0.0,False
1,64,2,0,1,0,0.0,False
1,64,1,1,5,0,0.0,True
1,65,0,1,4,0,0.0,False
1,65,4,2,5,0,0.0,True
1,66,0,2,1,0,0.0,False
1,66,1,3,1,0,0.0,False
1,66,1,2,2,0,0.0,False
1,66,2,3,2,0,0.0,False
1,66,2,0,1,0,0.0,False
1,66,1,1,5,0,0.0,True
1,67,0,2,1,0,0.0,False
1,67,1,0,0,0,0.0,False
1,67,0,2,1,0,0.0,False
1,67,1,1,5,0,0.0,True
1,68,0,0,0,0,0.0,False
1,68,0,2,1,0,0.0,False
1,68,1,2,2,0,0.0,False
1,68,2,1,6,0,0.0,False
1,68,6,3,2,0,0.0,False
1,68,2,3,2,0,0.0,False
1,68,2,2,3,0,0.0,False
1,68,3,0,2,0,0.0,False
1,68,2,2,3,0,0.0,False
1,68,3,0,2,0,0.0,False
1,68,2,0,1,0,0.0,False
1,68,1,0,0,0,0.0,False
1,68,0,1,4,0,0.0,False
1,68,4,2,5,0,0.0,True
1,69,0,2,1,0,0.0,False
1,69,1,3,1,0,0.0,False
1,69,1,0,0,0,0.0,False
1,69,0,3,0,0,0.0,False
1,69,0,3,0,0,0.0,False
1,69,0,0,0,0,0.0,False
1,69,0,0,0,0,0.0,False
1,69,0,3,0,0,0.0,False
1,69,0,1,4,0,0.0,False
1,69,4,0,4,0,0.0,False
1,69,4,1,8,0,0.0,False
1,69,8,1,12,0,0.0,True
1,70,0,3,0,0,0.0,False
1,70,0,3,0,0,0.0,False
1,70,0,3,0,0,0.0,False
1,70,0,1,4,0,0.0,False
1,70,4,3,0,0,0.0,False
1,70,0,1,4,0,0.0,False
1,70,4,0,4,0,0.0,False
1,70,4,3,0,0,0.0,False
1,70,0,1,4,0,0.0,False
1,70,4,0,4,0,0.0,False
1,70,4,3,0,0,0.0,False
1,70,0,2,1,0,0.0,False
1,70,1,0,0,0,0.0,False
1,70,0,3,0,0,0.0,False
1,70,0,2,1,0,0.0,False
1,70,1,2,2,0,0.0,False
1,70,2,1,6,0,0.0,False
1,70,6,0,5,0,0.0,True
1,71,0,0,0,0,0.0,False
1,71,0,2,1,0,0.0,False
1,71,1,1,5,0,0.0,True
1,72,0,2,1,0,0.0,False
1,72,1,1,5,0,0.0,True
1,73,0,0,0,0,0.0,False
1,73,0,1,4,0,0.0,False
1,73,4,0,4,0,0.0,False
1,73,4,0,4,0,0.0,False
1,73,4,0,4,0,0.0,False
1,73,4,0,4,0,0.0,False
1,73,4,3,0,0,0.0,False
1,73,0,0,0,0,0.0,False
1,73,0,0,0,0,0.0,False
1,73,0,2,1,0,0.0,False
1,73,1,0,0,0,0.0,False
1,73,0,3,0,0,0.0,False
1,73,0,1,4,0,0.0,False
1,73,4,2,5,0,0.0,True
1,74,0,0,0,0,0.0,False
1,74,0,0,0,0,0.0,False
1,74,0,3,0,0,0.0,False
1,74,0,3,0,0,0.0,False
1,74,0,2,1,0,0.0,False
1,74,1,1,5,0,0.0,True
1,75,0,0,0,0,0.0,False
1,75,0,0,0,0,0.0,False
1,75,0,2,1,0,0.0,False
1,75,1,1,5,0,0.0,True
1,76,0,2,1,0,0.0,False
1,76,1,1,5,0,0.0,True
1,77,0,0,0,0,0.0,False
1,77,0,0,0,0,0.0,False
1,77,0,3,0,0,0.0,False
1,77,0,3,0,0,0.0,False
1,77,0,3,0,0,0.0,False
1,77,0,0,0,0,0.0,False
1,77,0,1,4,0,0.0,False
1,77,4,0,4,0,0.0,False
1,77,4,1,8,0,0.0,False
1,77,8,1,12,0,0.0,True
1,78,0,1,4,0,0.0,False
1,78,4,0,4,0,0.0,False
1,78,4,2,5,0,0.0,True
1,79,0,2,1,0,0.0,False
1,79,1,3,1,0,0.0,False
1,79,1,0,0,0,0.0,False
1,79,0,1,4,0,0.0,False
1,79,4,2,5,0,0.0,True
1,80,0,3,0,0,0.0,False
1,80,0,3,0,0,0.0,False
1,80,0,0,0,0,0.0,False
1,80,0,3,0,0,0.0,False
1,80,0,1,4,0,0.0,False
1,80,4,3,0,0,0.0,False
1,80,0,0,0,0,0.0,False
1,80,0,3,0,0,0.0,False
1,80,0,0,0,0,0.0,False
1,80,0,3,0,0,0.0,False
1,80,0,1,4,0,0.0,False
1,80,4,3,0,0,0.0,False
1,80,0,1,4,0,0.0,False
1,80,4,3,0,0,0.0,False
1,80,0,2,1,0,0.0,False
1,80,1,3,1,0,0.0,False
1,80,1,1,5,0,0.0,True
1,81,0,2,1,0,0.0,False
1,81,1,3,1,0,0.0,False
1,81,1,1,5,0,0.0,True
1,82,0,2,1,0,0.0,False
1,82,1,1,5,0,0.0,True
1,83,0,2,1,0,0.0,False
1,83,1,1,5,0,0.0,True
1,84,0,1,4,0,0.0,False
1,84,4,2,5,0,0.0,True
1,85,0,3,0,0,0.0,False
1,85,0,3,0,0,0.0,False
1,85,0,0,0,0,0.0,False
1,85,0,0,0,0,0.0,False
1,85,0,2,1,0,0.0,False
1,85,1,0,0,0,0.0,False
1,85,0,2,1,0,0.0,False
1,85,1,1,5,0,0.0,True
1,86,0,1,4,0,0.0,False
1,86,4,0,4,0,0.0,False
1,86,4,3,0,0,0.0,False
1,86,0,3,0,0,0.0,False
1,86,0,0,0,0,0.0,False
1,86,0,3,0,0,0.0,False
1,86,0,0,0,0,0.0,False
1,86,0,1,4,0,0.0,False
1,86,4,2,5,0,0.0,True
1,87,0,2,1,0,0.0,False
1,87,1,0,0,0,0.0,False
1,87,0,1,4,0,0.0,False
1,87,4,2,5,0,0.0,True
1,88,0,0,0,0,0.0,False
1,88,0,3,0,0,0.0,False
1,88,0,3,0,0,0.0,False
1,88,0,1,4,0,0.0,False
1,88,4,2,5,0,0.0,True
1,89,0,0,0,0,0.0,False
1,89,0,1,4,0,0.0,False
1,89,4,1,8,0,0.0,False
1,89,8,1,12,0,0.0,True
1,90,0,0,0,0,0.0,False
1,90,0,2,1,0,0.0,False
1,90,1,0,0,0,0.0,False
1,90,0,3,0,0,0.0,False
1,90,0,2,1,0,0.0,False
1,90,1,2,2,0,0.0,False
1,90,2,2,3,0,0.0,False
1,90,3,0,2,0,0.0,False
1,90,2,3,2,0,0.0,False
1,90,2,1,6,0,0.0,False
1,90,6,1,10,0,0.0,False
1,90,10,2,11,0,0.0,True
1,91,0,1,4,0,0.0,False
1,91,4,2,5,0,0.0,True
1,92,0,3,0,0,0.0,False
1,92,0,3,0,0,0.0,False
1,92,0,1,4,0,0.0,False
1,92,4,0,4,0,0.0,False
1,92,4,0,4,0,0.0,False
1,92,4,0,4,0,0.0,False
1,92,4,2,5,0,0.0,True
1,93,0,0,0,0,0.0,False
1,93,0,2,1,0,0.0,False
1,93,1,1,5,0,0.0,True
1,94,0,0,0,0,0.0,False
1,94,0,0,0,0,0.0,False
1,94,0,1,4,0,0.0,False
1,94,4,1,8,0,0.0,False
1,94,8,3,4,0,0.0,False
1,94,4,0,4,0,0.0,False
1,94,4,1,8,0,0.0,False
1,94,8,1,12,0,0.0,True
1,95,0,3,0,0,0.0,False
1,95,0,3,0,0,0.0,False
1,95,0,2,1,0,0.0,False
1,95,1,2,2,0,0.0,False
1,95,2,3,2,0,0.0,False
1,95,2,1,6,0,0.0,False
1,95,6,0,5,0,0.0,True
1,96,0,0,0,0,0.0,False
1,96,0,0,0,0,0.0,False
1,96,0,2,1,0,0.0,False
1,96,1,0,0,0,0.0,False
1,96,0,2,1,0,0.0,False
1,96,1,1,5,0,0.0,True
1,97,0,1,4,0,0.0,False
1,97,4,2,5,0,0.0,True
1,98,0,0,0,0,0.0,False
1,98,0,2,1,0,0.0,False
1,98,1,3,1,0,0.0,False
1,98,1,2,2,0,0.0,False
1,98,2,2,3,0,0.0,False
1,98,3,1,7,0,0.0,True
1,99,0,0,0,0,0.0,False
1,99,0,2,1,0,0.0,False
1,99,1,1,5,0,0.0,True
1,100,0,2,1,0,0.0,False
1,100,1,1,5,0,0.0,True
2,1,0,0,0,0,0.0,False
2,1,0,0,0,0,0.0,False
2,1,0,2,1,0,0.0,False
2,1,1,0,0,0,0.0,False
2,1,0,3,0,0,0.0,False
2,1,0,3,0,0,0.0,False
2,1,0,1,4,0,0.0,False
2,1,4,1,8,0,0.0,False
2,1,8,1,12,0,0.0,True
2,2,0,0,0,0,0.0,False
2,2,0,0,0,0,0.0,False
2,2,0,2,1,0,0.0,False
2,2,1,0,0,0,0.0,False
2,2,0,2,1,0,0.0,False
2,2,1,2,2,0,0.0,False
2,2,2,2,3,0,0.0,False
2,2,3,1,7,0,0.0,True
2,3,0,2,1,0,0.0,False
2,3,1,1,5,0,0.0,True
2,4,0,1,4,0,0.0,False
2,4,4,1,8,0,0.0,False
2,4,8,2,9,0,0.0,False
2,4,9,2,10,0,0.0,False
2,4,10,1,14,0,0.0,False
2,4,14,2,15,1,1.0,True
2,5,0,2,1,0,0.0,False
2,5,1,3,1,0,0.0,False
2,5,1,2,2,0,0.0,False
2,5,2,2,3,0,0.0,False
2,5,3,1,7,0,0.0,True
2,6,0,1,4,0,0.0,False
2,6,4,2,5,0,0.0,True
2,7,0,3,0,0,0.0,False
2,7,0,0,0,0,0.0,False
2,7,0,2,1,0,0.0,False
2,7,1,2,2,0,0.0,False
2,7,2,2,3,0,0.0,False
2,7,3,0,2,0,0.0,False
2,7,2,2,3,0,0.0,False
2,7,3,3,3,0,0.0,False
2,7,3,0,2,0,0.0,False
2,7,2,1,6,0,0.0,False
2,7,6,0,5,0,0.0,True
2,8,0,2,1,0,0.0,False
2,8,1,1,5,0,0.0,True
2,9,0,2,1,0,0.0,False
2,9,1,2,2,0,0.0,False
2,9,2,3,2,0,0.0,False
