Epoch,Episodio,Paso,StateIdx,Accion,NextStateIdx,Reward,Done,Epsilon,LLM_Fallback
1,5,43,9,1,13,0.0,False,0.998556,False
1,5,44,13,3,9,0.0,False,0.998537,False
1,5,45,9,1,13,0.0,False,0.998518,False
1,5,46,13,3,9,0.0,False,0.998499,False
1,5,47,9,3,5,0.0,False,0.99848,False
1,5,48,5,1,9,0.0,False,0.998461,False
1,5,49,9,0,8,0.0,False,0.998442,False
1,5,50,8,0,8,0.0,False,0.998423,False
1,6,1,0,0,0,0.0,False,0.998404,False
1,6,2,0,1,4,0.0,False,0.998385,False
1,6,3,4,0,4,0.0,False,0.998366,False
1,6,4,4,0,4,0.0,False,0.998347,False
1,6,5,4,3,0,0.0,False,0.998328,False
1,6,6,0,2,1,0.0,False,0.998309,False
1,6,7,1,3,1,0.0,False,0.99829,False
1,6,8,1,3,1,0.0,False,0.998271,False
1,6,9,1,0,0,0.0,False,0.998252,False
1,6,10,0,3,0,0.0,False,0.998233,False
1,6,11,0,1,4,0.0,False,0.998214,False
1,6,12,4,0,4,0.0,False,0.998195,False
1,6,13,4,0,4,0.0,False,0.998176,False
1,6,14,4,1,8,0.0,False,0.998157,False
1,6,15,8,1,12,0.0,False,0.998138,False
1,6,16,12,3,8,0.0,False,0.998119,False
1,6,17,8,2,9,0.0,True,0.9981,False
1,7,1,0,0,0,0.0,False,0.998081,False
1,7,2,0,3,0,0.0,False,0.998062,False
1,7,3,0,2,1,0.0,False,0.998043,False
1,7,4,1,2,2,0.0,False,0.998024,False
1,7,5,2,0,1,0.0,False,0.998005,False
1,7,6,1,3,1,0.0,False,0.997986,False
1,7,7,1,1,5,0.0,True,0.997967,False
1,8,1,0,2,1,0.0,False,0.997948,False
1,8,2,1,3,1,0.0,False,0.997929,False
1,8,3,1,3,1,0.0,False,0.99791,False
1,8,4,1,3,1,0.0,False,0.997891,False
1,8,5,1,3,1,0.0,False,0.997872,False
1,8,6,1,3,1,0.0,False,0.997853,False
1,8,7,1,2,2,0.0,False,0.997834,False
1,8,8,2,3,2,0.0,False,0.997815,False
1,8,9,2,3,2,0.0,False,0.997796,False
1,8,10,2,3,2,0.0,False,0.997777,False
1,8,11,2,1,6,0.0,False,0.997758,False
1,8,12,6,2,7,0.0,False,0.997739,False
1,8,13,7,0,6,0.0,False,0.99772,False
1,8,14,6,2,7,0.0,False,0.997701,False
1,8,15,7,2,7,0.0,False,0.997682,False
1,8,16,7,3,3,0.0,False,0.997663,False
1,8,17,3,0,2,0.0,False,0.997644,False
1,8,18,2,0,1,0.0,False,0.997625,False
1,8,19,1,3,1,0.0,False,0.997606,False
1,8,20,1,0,0,0.0,False,0.997587,False
1,8,21,0,2,1,0.0,False,0.997568,False
1,8,22,1,0,0,0.0,False,0.997549,False
1,8,23,0,3,0,0.0,False,0.99753,False
1,8,24,0,3,0,0.0,False,0.997511,False
1,8,25,0,3,0,0.0,False,0.997492,False
1,8,26,0,3,0,0.0,False,0.997473,False
1,8,27,0,3,0,0.0,False,0.997454,False
1,8,28,0,3,0,0.0,False,0.997435,False
1,8,29,0,2,1,0.0,False,0.997416,False
1,8,30,1,0,0,0.0,False,0.997397,False
1,8,31,0,0,0,0.0,False,0.997378,False
1,8,32,0,1,4,0.0,False,0.997359,False
1,8,33,4,1,8,0.0,False,0.99734,False
1,8,34,8,0,8,0.0,False,0.997321,False
1,8,35,8,0,8,0.0,False,0.997302,False
1,8,36,8,1,12,0.0,True,0.997283,False
1,9,1,0,3,0,0.0,False,0.997264,False
1,9,2,0,3,0,0.0,False,0.997245,False
1,9,3,0,0,0,0.0,False,0.997226,False
1,9,4,0,3,0,0.0,False,0.997207,False
1,9,5,0,2,1,0.0,False,0.997188,False
1,9,6,1,1,5,0.0,True,0.997169,False
1,10,1,0,1,4,0.0,False,0.99715,False
1,10,2,4,2,5,0.0,False,0.997131,False
1,10,3,5,2,6,0.0,False,0.997112,False
1,10,4,6,0,5,0.0,False,0.997093,False
1,10,5,5,3,1,0.0,False,0.997074,False
1,10,6,1,0,0,0.0,False,0.997055,False
1,10,7,0,0,0,0.0,False,0.997036,False
1,10,8,0,3,0,0.0,False,0.997017,False
1,10,9,0,0,0,0.0,False,0.996998,False
1,10,10,0,3,0,0.0,False,0.996979,False
1,10,11,0,0,0,0.0,False,0.99696,False
1,10,12,0,1,4,0.0,False,0.996941,False
1,10,13,4,0,4,0.0,False,0.996922,False
1,10,14,4,0,4,0.0,False,0.996903,False
1,10,15,4,0,4,0.0,False,0.996884,False
1,10,16,4,3,0,0.0,False,0.996865,False
1,10,17,0,2,1,0.0,False,0.996846,False
1,10,18,1,3,1,0.0,False,0.996827,False
1,10,19,1,3,1,0.0,False,0.996808,False
1,10,20,1,1,5,0.0,False,0.996789,False
1,10,21,5,2,6,0.0,False,0.99677,False
1,10,22,6,2,7,0.0,False,0.996751,False
1,10,23,7,3,3,0.0,False,0.996732,False
1,10,24,3,2,3,0.0,False,0.996713,False
1,10,25,3,1,7,0.0,False,0.996694,False
1,10,26,7,1,11,0.0,False,0.996675,False
1,10,27,11,0,10,0.0,False,0.996656,False
1,10,28,10,0,9,0.0,False,0.996637,False
1,10,29,9,3,5,0.0,False,0.996618,False
1,10,30,5,1,9,0.0,False,0.996599,False
1,10,31,9,2,10,0.0,False,0.99658,False
1,10,32,10,3,6,0.0,False,0.996561,False
1,10,33,6,1,10,0.0,False,0.996542,False
1,10,34,10,3,6,0.0,False,0.996523,False
1,10,35,6,0,5,0.0,False,0.996504,False
1,10,36,5,1,9,0.0,False,0.996485,False
1,10,37,9,3,5,0.0,False,0.996466,False
1,10,38,5,2,6,0.0,False,0.996447,False
1,10,39,6,1,10,0.0,False,0.996428,False
1,10,40,10,2,11,0.0,False,0.996409,False
1,10,41,11,0,10,0.0,False,0.99639,False
1,10,42,10,1,14,0.0,False,0.996371,False
1,10,43,14,1,14,0.0,False,0.996352,False
1,10,44,14,0,13,0.0,False,0.996333,False
1,10,45,13,1,13,0.0,False,0.996314,False
1,10,46,13,2,14,0.0,False,0.996295,False
1,10,47,14,0,13,0.0,False,0.996276,False
1,10,48,13,3,9,0.0,False,0.996257,False
1,10,49,9,0,8,0.0,False,0.996238,False
1,10,50,8,1,12,0.0,False,0.996219,False
1,11,1,0,3,0,0.0,False,0.9962,False
1,11,2,0,2,1,0.0,False,0.996181,False
1,11,3,1,3,1,0.0,False,0.996162,False
1,11,4,1,1,5,0.0,False,0.996143,False
1,11,5,5,1,9,0.0,False,0.996124,False
1,11,6,9,3,5,0.0,False,0.996105,False
1,11,7,5,3,1,0.0,False,0.996086,False
1,11,8,1,1,5,0.0,False,0.996067,False
1,11,9,5,0,4,0.0,False,0.996048,False
1,11,10,4,2,5,0.0,False,0.996029,False
1,11,11,5,0,4,0.0,False,0.99601,False
1,11,12,4,1,8,0.0,False,0.995991,False
1,11,13,8,1,12,0.0,True,0.995972,False
1,12,1,0,1,4,0.0,False,0.995953,False
1,12,2,4,3,0,0.0,False,0.995934,False
1,12,3,0,0,0,0.0,False,0.995915,False
1,12,4,0,2,1,0.0,False,0.995896,False
1,12,5,1,0,0,0.0,False,0.995877,False
1,12,6,0,2,1,0.0,False,0.995858,False
1,12,7,1,1,5,0.0,False,0.995839,False
1,12,8,5,0,4,0.0,False,0.99582,False
1,12,9,4,0,4,0.0,False,0.995801,False
1,12,10,4,0,4,0.0,False,0.995782,False
1,12,11,4,1,8,0.0,True,0.995763,False
1,13,1,0,3,0,0.0,False,0.995744,False
1,13,2,0,3,0,0.0,False,0.995725,False
1,13,3,0,3,0,0.0,False,0.995706,False
1,13,4,0,3,0,0.0,False,0.995687,False
1,13,5,0,1,4,0.0,True,0.995668,False
1,14,1,0,1,4,0.0,False,0.995649,False
1,14,2,4,0,4,0.0,False,0.99563,False
1,14,3,4,3,0,0.0,False,0.995611,False
1,14,4,0,1,4,0.0,False,0.995592,False
1,14,5,4,3,0,0.0,False,0.995573,False
1,14,6,0,0,0,0.0,False,0.995554,False
1,14,7,0,3,0,0.0,False,0.995535,False
1,14,8,0,2,1,0.0,True,0.995516,False
1,15,1,0,3,0,0.0,False,0.995497,False
1,15,2,0,2,1,0.0,False,0.995478,False
1,15,3,1,3,1,0.0,False,0.995459,False
1,15,4,1,3,1,0.0,False,0.99544,False
1,15,5,1,0,0,0.0,False,0.995421,False
1,15,6,0,0,0,0.0,False,0.995402,False
1,15,7,0,0,0,0.0,False,0.995383,False
1,15,8,0,1,4,0.0,False,0.995364,False
1,15,9,4,0,4,0.0,False,0.995345,False
1,15,10,4,2,5,0.0,False,0.995326,False
1,15,11,5,0,4,0.0,False,0.995307,False
1,15,12,4,2,5,0.0,False,0.995288,False
1,15,13,5,1,9,0.0,False,0.995269,False
1,15,14,9,1,13,0.0,True,0.99525,False
1,16,1,0,1,4,0.0,False,0.995231,False
1,16,2,4,0,4,0.0,False,0.995212,False
1,16,3,4,1,8,0.0,False,0.995193,False
1,16,4,8,0,8,0.0,False,0.995174,False
1,16,5,8,3,4,0.0,False,0.995155,False
1,16,6,4,0,4,0.0,False,0.995136,False
1,16,7,4,3,0,0.0,False,0.995117,False
1,16,8,0,0,0,0.0,False,0.995098,False
1,16,9,0,2,1,0.0,False,0.995079,False
1,16,10,1,3,1,0.0,False,0.9950600000000001,False
1,16,11,1,0,0,0.0,False,0.995041,False
1,16,12,0,3,0,0.0,False,0.995022,False
1,16,13,0,3,0,0.0,False,0.995003,False
1,16,14,0,0,0,0.0,False,0.994984,False
1,16,15,0,2,1,0.0,False,0.994965,False
1,16,16,1,0,0,0.0,False,0.994946,False
1,16,17,0,0,0,0.0,False,0.994927,False
1,16,18,0,3,0,0.0,False,0.994908,False
1,16,19,0,0,0,0.0,False,0.994889,False
1,16,20,0,0,0,0.0,False,0.99487,False
1,16,21,0,0,0,0.0,False,0.994851,False
1,16,22,0,3,0,0.0,False,0.994832,False
1,16,23,0,3,0,0.0,False,0.994813,False
1,16,24,0,3,0,0.0,False,0.994794,False
1,16,25,0,1,4,0.0,False,0.994775,False
1,16,26,4,0,4,0.0,False,0.994756,False
1,16,27,4,3,0,0.0,False,0.994737,False
1,16,28,0,2,1,0.0,False,0.994718,False
1,16,29,1,0,0,0.0,False,0.994699,False
1,16,30,0,0,0,0.0,False,0.99468,False
1,16,31,0,0,0,0.0,False,0.994661,False
1,16,32,0,2,1,0.0,False,0.994642,False
1,16,33,1,0,0,0.0,False,0.994623,False
1,16,34,0,2,1,0.0,False,0.994604,False
1,16,35,1,2,2,0.0,True,0.994585,False
1,17,1,0,2,1,0.0,True,0.994566,False
1,18,1,0,1,4,0.0,False,0.994547,False
1,18,2,4,0,4,0.0,False,0.994528,False
1,18,3,4,2,5,0.0,True,0.994509,False
1,19,1,0,3,0,0.0,False,0.99449,False
1,19,2,0,1,4,0.0,False,0.994471,False
1,19,3,4,1,8,0.0,False,0.994452,False
1,19,4,8,0,8,0.0,False,0.994433,False
1,19,5,8,3,4,0.0,False,0.994414,False
1,19,6,4,0,4,0.0,False,0.994395,False
1,19,7,4,0,4,0.0,False,0.994376,False
1,19,8,4,0,4,0.0,False,0.994357,False
1,19,9,4,3,0,0.0,False,0.994338,False
1,19,10,0,2,1,0.0,True,0.994319,False
1,20,1,0,3,0,0.0,False,0.9943,False
1,20,2,0,2,1,0.0,False,0.994281,False
1,20,3,1,2,2,0.0,False,0.994262,False
1,20,4,2,2,3,0.0,False,0.994243,False
1,20,5,3,1,7,0.0,False,0.994224,False
1,20,6,7,1,11,0.0,False,0.994205,False
1,20,7,11,3,7,0.0,False,0.994186,False
1,20,8,7,0,6,0.0,False,0.994167,False
1,20,9,6,2,7,0.0,False,0.994148,False
1,20,10,7,1,11,0.0,False,0.994129,False
1,20,11,11,3,7,0.0,False,0.99411,False
1,20,12,7,3,3,0.0,False,0.994091,False
1,20,13,3,0,2,0.0,False,0.994072,False
1,20,14,2,3,2,0.0,False,0.994053,False
1,20,15,2,0,1,0.0,False,0.994034,False
1,20,16,1,0,0,0.0,False,0.994015,False
1,20,17,0,0,0,0.0,False,0.993996,False
1,20,18,0,0,0,0.0,False,0.993977,False
1,20,19,0,2,1,0.0,False,0.993958,False
1,20,20,1,1,5,0.0,False,0.993939,False
1,20,21,5,0,4,0.0,False,0.99392,False
1,20,22,4,2,5,0.0,False,0.993901,False
1,20,23,5,0,4,0.0,False,0.993882,False
1,20,24,4,2,5,0.0,False,0.993863,False
1,20,25,5,0,4,0.0,False,0.993844,False
1,20,26,4,1,8,0.0,True,0.993825,False
1,21,1,0,3,0,0.0,False,0.993806,False
1,21,2,0,3,0,0.0,False,0.993787,False
1,21,3,0,3,0,0.0,False,0.993768,False
1,21,4,0,3,0,0.0,False,0.993749,False
1,21,5,0,1,4,0.0,False,0.99373,False
1,21,6,4,3,0,0.0,False,0.993711,False
1,21,7,0,0,0,0.0,False,0.993692,False
1,21,8,0,2,1,0.0,False,0.993673,False
1,21,9,1,0,0,0.0,False,0.993654,False
1,21,10,0,0,0,0.0,False,0.993635,False
1,21,11,0,3,0,0.0,False,0.993616,False
1,21,12,0,0,0,0.0,False,0.993597,False
1,21,13,0,0,0,0.0,False,0.993578,False
1,21,14,0,2,1,0.0,False,0.993559,False
1,21,15,1,2,2,0.0,False,0.99354,False
1,21,16,2,1,6,0.0,False,0.993521,False
1,21,17,6,1,10,0.0,False,0.993502,False
1,21,18,10,0,9,0.0,False,0.993483,False
1,21,19,9,0,8,0.0,True,0.993464,False
1,22,1,0,1,4,0.0,False,0.993445,False
1,22,2,4,0,4,0.0,False,0.993426,False
1,22,3,4,1,8,0.0,True,0.993407,False
1,23,1,0,1,4,0.0,False,0.993388,False
1,23,2,4,0,4,0.0,False,0.993369,False
1,23,3,4,1,8,0.0,False,0.99335,False
1,23,4,8,2,9,0.0,False,0.993331,False
1,23,5,9,3,5,0.0,False,0.993312,False
1,23,6,5,3,1,0.0,False,0.993293,False
1,23,7,1,2,2,0.0,False,0.993274,False
1,23,8,2,2,3,0.0,True,0.993255,False
1,24,1,0,0,0,0.0,False,0.993236,False
1,24,2,0,1,4,0.0,False,0.993217,False
1,24,3,4,0,4,0.0,False,0.993198,False
1,24,4,4,0,4,0.0,False,0.993179,False
1,24,5,4,2,5,0.0,False,0.99316,False
1,24,6,5,3,1,0.0,False,0.993141,False
1,24,7,1,0,0,0.0,False,0.993122,False
1,24,8,0,1,4,0.0,False,0.993103,False
1,24,9,4,3,0,0.0,False,0.993084,False
1,24,10,0,1,4,0.0,False,0.993065,False
1,24,11,4,1,8,0.0,True,0.993046,False
1,25,1,0,1,4,0.0,False,0.993027,False
1,25,2,4,1,8,0.0,False,0.993008,False
1,25,3,8,1,12,0.0,True,0.992989,False
1,26,1,0,0,0,0.0,False,0.99297,False
1,26,2,0,2,1,0.0,False,0.992951,False
1,26,3,1,2,2,0.0,False,0.992932,False
1,26,4,2,1,6,0.0,False,0.992913,False
1,26,5,6,2,7,0.0,False,0.992894,False
1,26,6,7,3,3,0.0,False,0.992875,False
1,26,7,3,1,7,0.0,False,0.992856,False
1,26,8,7,1,11,0.0,False,0.992837,False
1,26,9,11,2,11,0.0,False,0.992818,False
1,26,10,11,1,15,1.0,True,0.992799,False
1,27,1,0,1,4,0.0,False,0.99278,False
1,27,2,4,2,5,0.0,False,0.992761,False
1,27,3,5,2,6,0.0,False,0.992742,False
1,27,4,6,0,5,0.0,False,0.992723,False
1,27,5,5,3,1,0.0,True,0.992704,False
1,28,1,0,0,0,0.0,False,0.992685,False
1,28,2,0,3,0,0.0,False,0.992666,False
1,28,3,0,0,0,0.0,False,0.992647,False
1,28,4,0,0,0,0.0,False,0.992628,False
1,28,5,0,1,4,0.0,False,0.992609,False
1,28,6,4,3,0,0.0,False,0.99259,False
1,28,7,0,2,1,0.0,True,0.992571,False
1,29,1,0,2,1,0.0,False,0.992552,False
1,29,2,1,2,2,0.0,False,0.992533,False
1,29,3,2,3,2,0.0,False,0.992514,False
1,29,4,2,3,2,0.0,False,0.992495,False
1,29,5,2,2,3,0.0,False,0.992476,False
1,29,6,3,2,3,0.0,False,0.992457,False
1,29,7,3,1,7,0.0,False,0.992438,False
1,29,8,7,2,7,0.0,False,0.992419,False
1,29,9,7,0,6,0.0,False,0.9924,False
1,29,10,6,1,10,0.0,True,0.992381,False
1,30,1,0,0,0,0.0,False,0.992362,False
1,30,2,0,0,0,0.0,False,0.992343,False
1,30,3,0,1,4,0.0,True,0.992324,False
1,31,1,0,0,0,0.0,False,0.992305,False
1,31,2,0,0,0,0.0,False,0.992286,False
1,31,3,0,1,4,0.0,False,0.992267,False
1,31,4,4,0,4,0.0,False,0.992248,False
1,31,5,4,3,0,0.0,False,0.992229,False
1,31,6,0,2,1,0.0,False,0.99221,False
1,31,7,1,0,0,0.0,False,0.992191,False
1,31,8,0,0,0,0.0,False,0.992172,False
1,31,9,0,2,1,0.0,False,0.992153,False
1,31,10,1,2,2,0.0,False,0.992134,False
1,31,11,2,3,2,0.0,False,0.992115,False
1,31,12,2,1,6,0.0,False,0.992096,False
1,31,13,6,1,10,0.0,False,0.992077,False
1,31,14,10,0,9,0.0,False,0.992058,False
1,31,15,9,2,10,0.0,False,0.992039,False
1,31,16,10,2,11,0.0,False,0.99202,False
1,31,17,11,2,11,0.0,False,0.992001,False
1,31,18,11,2,11,0.0,False,0.991982,False
1,31,19,11,1,15,1.0,True,0.991963,False
1,32,1,0,2,1,0.0,False,0.991944,False
1,32,2,1,3,1,0.0,False,0.991925,False
1,32,3,1,0,0,0.0,False,0.991906,False
1,32,4,0,2,1,0.0,False,0.991887,False
1,32,5,1,2,2,0.0,False,0.991868,False
1,32,6,2,1,6,0.0,False,0.991849,False
1,32,7,6,0,5,0.0,False,0.99183,False
1,32,8,5,0,4,0.0,False,0.991811,False
1,32,9,4,2,5,0.0,False,0.991792,False
1,32,10,5,1,9,0.0,False,0.991773,False
1,32,11,9,2,10,0.0,False,0.991754,False
1,32,12,10,2,11,0.0,False,0.991735,False
1,32,13,11,0,10,0.0,False,0.991716,False
1,32,14,10,1,14,0.0,True,0.991697,False
1,33,1,0,1,4,0.0,False,0.991678,False
1,33,2,4,3,0,0.0,False,0.991659,False
1,33,3,0,3,0,0.0,False,0.99164,False
1,33,4,0,1,4,0.0,False,0.991621,False
1,33,5,4,0,4,0.0,False,0.991602,False
1,33,6,4,0,4,0.0,False,0.991583,False
1,33,7,4,2,5,0.0,False,0.991564,False
1,33,8,5,1,9,0.0,False,0.991545,False
1,33,9,9,1,13,0.0,False,0.991526,False
1,33,10,13,3,9,0.0,False,0.991507,False
1,33,11,9,2,10,0.0,False,0.991488,False
1,33,12,10,2,11,0.0,False,0.991469,False
1,33,13,11,3,7,0.0,False,0.99145,False
1,33,14,7,0,6,0.0,False,0.991431,False
1,33,15,6,3,2,0.0,False,0.991412,False
1,33,16,2,3,2,0.0,False,0.991393,False
1,33,17,2,1,6,0.0,False,0.991374,False
1,33,18,6,3,2,0.0,False,0.991355,False
1,33,19,2,1,6,0.0,False,0.991336,False
1,33,20,6,2,7,0.0,False,0.991317,False
1,33,21,7,1,11,0.0,False,0.991298,False
1,33,22,11,3,7,0.0,False,0.991279,False
1,33,23,7,1,11,0.0,False,0.99126,False
1,33,24,11,2,11,0.0,False,0.991241,False
1,33,25,11,3,7,0.0,False,0.991222,False
1,33,26,7,2,7,0.0,False,0.9912030000000001,False
1,33,27,7,1,11,0.0,False,0.991184,False
1,33,28,11,0,10,0.0,False,0.991165,False
1,33,29,10,2,11,0.0,False,0.991146,False
1,33,30,11,2,11,0.0,False,0.991127,False
1,33,31,11,1,15,1.0,True,0.991108,False
1,34,1,0,1,4,0.0,False,0.991089,False
1,34,2,4,1,8,0.0,False,0.99107,False
1,34,3,8,0,8,0.0,False,0.991051,False
1,34,4,8,3,4,0.0,False,0.991032,False
1,34,5,4,0,4,0.0,False,0.991013,False
1,34,6,4,0,4,0.0,False,0.990994,False
1,34,7,4,3,0,0.0,False,0.990975,False
1,34,8,0,2,1,0.0,False,0.990956,False
1,34,9,1,0,0,0.0,False,0.990937,False
1,34,10,0,3,0,0.0,False,0.990918,False
1,34,11,0,1,4,0.0,False,0.990899,False
1,34,12,4,2,5,0.0,False,0.99088,False
1,34,13,5,3,1,0.0,False,0.990861,False
1,34,14,1,0,0,0.0,False,0.990842,False
1,34,15,0,1,4,0.0,False,0.990823,False
1,34,16,4,0,4,0.0,False,0.990804,False
1,34,17,4,0,4,0.0,False,0.990785,False
1,34,18,4,3,0,0.0,False,0.990766,False
1,34,19,0,0,0,0.0,False,0.990747,False
1,34,20,0,2,1,0.0,False,0.990728,False
1,34,21,1,1,5,0.0,False,0.990709,False
1,34,22,5,0,4,0.0,False,0.99069,False
1,34,23,4,0,4,0.0,False,0.990671,False
1,34,24,4,3,0,0.0,False,0.990652,False
1,34,25,0,1,4,0.0,False,0.990633,False
1,34,26,4,0,4,0.0,False,0.990614,False
1,34,27,4,2,5,0.0,False,0.990595,False
1,34,28,5,0,4,0.0,False,0.990576,False
1,34,29,4,0,4,0.0,False,0.990557,False
1,34,30,4,1,8,0.0,False,0.990538,False
1,34,31,8,3,4,0.0,False,0.990519,False
1,34,32,4,2,5,0.0,False,0.9905,False
1,34,33,5,1,9,0.0,False,0.990481,False
1,34,34,9,2,10,0.0,False,0.990462,False
1,34,35,10,3,6,0.0,False,0.990443,False
1,34,36,6,2,7,0.0,False,0.990424,False
1,34,37,7,3,3,0.0,True,0.990405,False
1,35,1,0,2,1,0.0,False,0.990386,False
1,35,2,1,1,5,0.0,False,0.990367,False
1,35,3,5,0,4,0.0,True,0.990348,False
1,36,1,0,2,1,0.0,False,0.990329,False
1,36,2,1,3,1,0.0,False,0.99031,False
1,36,3,1,1,5,0.0,False,0.990291,False
1,36,4,5,1,9,0.0,False,0.990272,False
1,36,5,9,1,13,0.0,False,0.990253,False
1,36,6,13,2,14,0.0,False,0.990234,False
1,36,7,14,3,10,0.0,True,0.990215,False
1,37,1,0,2,1,0.0,False,0.990196,False
1,37,2,1,0,0,0.0,False,0.990177,False
1,37,3,0,3,0,0.0,False,0.990158,False
1,37,4,0,1,4,0.0,False,0.990139,False
1,37,5,4,2,5,0.0,False,0.99012,False
1,37,6,5,3,1,0.0,False,0.990101,False
1,37,7,1,2,2,0.0,False,0.990082,False
1,37,8,2,2,3,0.0,True,0.990063,False
1,38,1,0,3,0,0.0,False,0.990044,False
1,38,2,0,3,0,0.0,False,0.990025,False
1,38,3,0,1,4,0.0,True,0.990006,False
1,39,1,0,3,0,0.0,False,0.989987,False
1,39,2,0,3,0,0.0,False,0.989968,False
1,39,3,0,0,0,0.0,False,0.989949,False
1,39,4,0,3,0,0.0,False,0.98993,False
1,39,5,0,3,0,0.0,False,0.989911,False
1,39,6,0,3,0,0.0,False,0.989892,False
1,39,7,0,3,0,0.0,False,0.989873,False
1,39,8,0,2,1,0.0,False,0.989854,False
1,39,9,1,3,1,0.0,False,0.989835,False
1,39,10,1,0,0,0.0,False,0.989816,False
1,39,11,0,0,0,0.0,False,0.989797,False
1,39,12,0,0,0,0.0,False,0.989778,False
1,39,13,0,2,1,0.0,False,0.989759,False
1,39,14,1,0,0,0.0,False,0.98974,False
1,39,15,0,1,4,0.0,False,0.989721,False
1,39,16,4,2,5,0.0,False,0.989702,False
1,39,17,5,2,6,0.0,False,0.989683,False
1,39,18,6,2,7,0.0,True,0.989664,False
1,40,1,0,0,0,0.0,False,0.989645,False
1,40,2,0,0,0,0.0,False,0.989626,False
1,40,3,0,3,0,0.0,False,0.989607,False
1,40,4,0,1,4,0.0,False,0.989588,False
1,40,5,4,2,5,0.0,False,0.989569,False
1,40,6,5,1,9,0.0,False,0.98955,False
1,40,7,9,1,13,0.0,False,0.989531,False
1,40,8,13,2,14,0.0,True,0.989512,False
1,41,1,0,0,0,0.0,False,0.989493,False
1,41,2,0,2,1,0.0,True,0.989474,False
