Epoch,Exitos,Fracasos,WinRate(%)
72.0,40.0,60.0,40.0
73.0,45.0,55.0,45.0
74.0,37.0,63.0,37.0
75.0,49.0,51.0,49.0
76.0,36.0,64.0,36.0
77.0,35.0,65.0,35.0
78.0,36.0,64.0,36.0
79.0,27.0,73.0,27.0
80.0,39.0,61.0,39.0
81.0,36.0,64.0,36.0
82.0,33.0,67.0,33.0
83.0,34.0,66.0,34.0
84.0,39.0,61.0,39.0
85.0,36.0,64.0,36.0
86.0,33.0,67.0,33.0
87.0,30.0,70.0,30.0
88.0,39.0,61.0,39.0
89.0,35.0,65.0,35.0
90.0,37.0,63.0,37.0
91.0,45.0,55.0,45.0
92.0,36.0,64.0,36.0
93.0,42.0,58.0,42.0
94.0,37.0,63.0,37.0
95.0,33.0,67.0,33.0
96.0,44.0,56.0,44.0
97.0,38.0,62.0,38.0
98.0,40.0,60.0,40.0
99.0,33.0,67.0,33.0
100.0,36.0,64.0,36.0
101.0,29.0,71.0,29.0
102.0,32.0,68.0,32.0
103.0,25.0,73.0,25.0
104.0,46.0,54.0,46.0
105.0,32.0,68.0,32.0
106.0,36.0,64.0,36.0
107.0,32.0,66.0,32.0
108.0,34.0,66.0,34.0
109.0,47.0,53.0,47.0
110.0,35.0,65.0,35.0
111.0,44.0,56.0,44.0
112.0,31.0,69.0,31.0
113.0,35.0,65.0,35.0
114.0,32.0,68.0,32.0
115.0,41.0,59.0,41.0
116.0,34.0,66.0,34.0
117.0,31.0,69.0,31.0
118.0,43.0,57.0,43.0
119.0,38.0,62.0,38.0
120.0,35.0,65.0,35.0
121.0,34.0,66.0,34.0
122.0,40.0,60.0,40.0
123.0,39.0,61.0,39.0
124.0,34.0,66.0,34.0
125.0,32.0,68.0,32.0
126.0,30.0,70.0,30.0
127.0,40.0,60.0,40.0
128.0,35.0,65.0,35.0
129.0,39.0,61.0,39.0
130.0,42.0,58.0,42.0
131.0,33.0,67.0,33.0
132.0,30.0,70.0,30.0
133.0,44.0,56.0,44.0
134.0,32.0,68.0,32.0
135.0,38.0,62.0,38.0
136.0,41.0,59.0,41.0
137.0,37.0,63.0,37.0
138.0,31.0,69.0,31.0
139.0,43.0,57.0,43.0
140.0,31.0,69.0,31.0
141.0,35.0,65.0,35.0
142.0,29.0,71.0,29.0
143.0,43.0,57.0,43.0
144.0,42.0,58.0,42.0
145.0,35.0,65.0,35.0
146.0,33.0,67.0,33.0
147.0,37.0,63.0,37.0
148.0,36.0,64.0,36.0
149.0,42.0,58.0,42.0
150.0,45.0,55.0,45.0
151.0,33.0,67.0,33.0
152.0,35.0,65.0,35.0
153.0,43.0,57.0,43.0
154.0,35.0,65.0,35.0
155.0,35.0,65.0,35.0
156.0,31.0,69.0,31.0
157.0,30.0,70.0,30.0
158.0,41.0,59.0,41.0
159.0,31.0,69.0,31.0
160.0,40.0,60.0,40.0
161.0,40.0,60.0,40.0
162.0,31.0,69.0,31.0
163.0,39.0,61.0,39.0
164.0,40.0,60.0,40.0
165.0,31.0,69.0,31.0
166.0,33.0,67.0,33.0
167.0,35.0,65.0,35.0
168.0,42.0,58.0,42.0
169.0,32.0,68.0,32.0
170.0,27.0,73.0,27.0
171.0,31.0,69.0,31.0
172.0,45.0,55.0,45.0
173.0,33.0,67.0,33.0
174.0,33.0,66.0,33.0
175.0,41.0,59.0,41.0
176.0,38.0,62.0,38.0
177.0,39.0,61.0,39.0
178.0,38.0,62.0,38.0
179.0,35.0,65.0,35.0
180.0,37.0,63.0,37.0
181.0,41.0,59.0,41.0
182.0,32.0,68.0,32.0
183.0,37.0,63.0,37.0
184.0,28.0,72.0,28.0
185.0,31.0,69.0,31.0
186.0,34.0,66.0,34.0
187.0,29.0,71.0,29.0
188.0,29.0,71.0,29.0
189.0,26.0,74.0,26.0
190.0,29.0,71.0,29.0
191.0,42.0,58.0,42.0
192.0,36.0,64.0,36.0
193.0,36.0,64.0,36.0
194.0,30.0,70.0,30.0
195.0,46.0,54.0,46.0
196.0,36.0,64.0,36.0
197.0,40.0,60.0,40.0
198.0,40.0,60.0,40.0
199.0,38.0,62.0,38.0
200.0,41.0,59.0,41.0
201.0,28.0,72.0,28.0
202.0,35.0,65.0,35.0
203.0,33.0,67.0,33.0
204.0,36.0,64.0,36.0
205.0,36.0,64.0,36.0
206.0,34.0,66.0,34.0
207.0,32.0,68.0,32.0
208.0,35.0,65.0,35.0
209.0,43.0,57.0,43.0
210.0,29.0,71.0,29.0
211.0,36.0,64.0,36.0
212.0,37.0,63.0,37.0
213.0,39.0,61.0,39.0
214.0,47.0,53.0,47.0
215.0,37.0,63.0,37.0
216.0,36.0,64.0,36.0
217.0,43.0,57.0,43.0
218.0,36.0,64.0,36.0
219.0,41.0,59.0,41.0
220.0,39.0,61.0,39.0
221.0,39.0,61.0,39.0
222.0,32.0,68.0,32.0
223.0,44.0,56.0,44.0
224.0,43.0,57.0,43.0
225.0,30.0,70.0,30.0
226.0,33.0,67.0,33.0
227.0,39.0,61.0,39.0
228.0,41.0,59.0,41.0
229.0,33.0,67.0,33.0
230.0,42.0,58.0,42.0
231.0,33.0,67.0,33.0
232.0,43.0,57.0,43.0
233.0,42.0,58.0,42.0
234.0,41.0,59.0,41.0
235.0,39.0,61.0,39.0
236.0,46.0,54.0,46.0
237.0,40.0,60.0,40.0
238.0,35.0,65.0,35.0
239.0,38.0,62.0,38.0
240.0,30.0,70.0,30.0
241.0,33.0,67.0,33.0
242.0,36.0,64.0,36.0
243.0,40.0,60.0,40.0
244.0,25.0,75.0,25.0
245.0,32.0,68.0,32.0
246.0,35.0,65.0,35.0
247.0,36.0,64.0,36.0
248.0,46.0,54.0,46.0
249.0,31.0,69.0,31.0
250.0,32.0,68.0,32.0
251.0,37.0,63.0,37.0
252.0,39.0,61.0,39.0
253.0,31.0,69.0,31.0
254.0,42.0,58.0,42.0
255.0,35.0,65.0,35.0
256.0,35.0,65.0,35.0
257.0,24.0,76.0,24.0
258.0,34.0,66.0,34.0
259.0,36.0,64.0,36.0
260.0,47.0,53.0,47.0
261.0,35.0,65.0,35.0
262.0,39.0,61.0,39.0
263.0,44.0,56.0,44.0
264.0,27.0,73.0,27.0
265.0,32.0,68.0,32.0
266.0,37.0,63.0,37.0
267.0,37.0,63.0,37.0
268.0,37.0,63.0,37.0
269.0,36.0,64.0,36.0
270.0,43.0,57.0,43.0
271.0,32.0,68.0,32.0
272.0,44.0,56.0,44.0
273.0,31.0,69.0,31.0
274.0,37.0,63.0,37.0
275.0,42.0,58.0,42.0
276.0,39.0,61.0,39.0
277.0,41.0,59.0,41.0
278.0,42.0,58.0,42.0
279.0,38.0,62.0,38.0
280.0,30.0,70.0,30.0
281.0,38.0,62.0,38.0
282.0,39.0,61.0,39.0
283.0,43.0,57.0,43.0
284.0,36.0,64.0,36.0
285.0,36.0,64.0,36.0
286.0,33.0,67.0,33.0
287.0,39.0,61.0,39.0
288.0,40.0,60.0,40.0
289.0,26.0,74.0,26.0
290.0,39.0,61.0,39.0
291.0,40.0,60.0,40.0
292.0,34.0,66.0,34.0
293.0,35.0,64.0,35.0
294.0,46.0,54.0,46.0
295.0,30.0,70.0,30.0
296.0,31.0,69.0,31.0
297.0,31.0,69.0,31.0
298.0,35.0,65.0,35.0
299.0,36.0,64.0,36.0
300.0,46.0,54.0,46.0
